contract_number,county,project_description,project_length,project_length_unit
CNN375,"ANDERSON, BLOUNT, CAMPBELL, CARTER, COCKE, GRAINGER, HAMBLEN, JEFFERSON, KNOX, LOUDON, MONROE, ROANE,
SEVIER, SULLIVAN, UNICOI, AND WASHINGTON",THE ON-CALL CONCRETE PAVEMENT REPAIR AT VARIOUS LOCATIONS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNN337,BENTON,THE RESURFACING USING OGFC ON I-40 FROM THE DECATUR COUNTY LINE (L.M. 0.00) TO WEST OF S.R. 191 (L.M. 6.51).,6.51,MILES
CNN376,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDIN, HAYWOOD, HENDERSON, HENRY,
MADISON, MCNAIRY, OBION, SHELBY, AND WEAKLEY",THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNN377,"BENTON, CARROLL, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HAYWOOD, HENDERSON, LAUDERDALE, MADISON,
MCNAIRY, OBION, SHELBY, AND WEAKLEY",THE ON-CALL CONCRETE PAVEMENT REPAIR AT VARIOUS LOCATIONS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNN323,BRADLEY,"THE GRADING, DRAINAGE, CONSTRUCTION OF RETAINING WALLS AND PAVING ON I-75 AT THE S.R. 60 INTERCHANGE IN CLEVELAND (EXIT 25), INCLUDING INSTALLATION OF SIGNALS.",0.278,MILES
CNN365,"BRADLEY, COFFEE, CUMBERLAND, GRUNDY, HAMILTON, MARION, MCMINN, PUTNAM, SEQUATCHIE, WARREN, AND WHITE",THE ON-CALL CONCRETE PAVEMENT REPAIR AT VARIOUS LOCATIONS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNN306,BRADLEY AND HAMILTON,THE RESURFACING USING OGFC ON I-75 FROM NORTH OF THE WEIGH STATION EXIT IN HAMILTON COUNTY (L.M. 12.78) TO NORTH OF BANCROFT ROAD IN BRADLEY COUNTY (L.M. 2.98).,5.82,MILES
CNN353,"CARROLL, HENDERSON, AND SHELBY",THE LONGITUDINAL JOINT STABILIZATION ON VARIOUS INTERSTATE ROUTES IN REGION 4.,0,MILES
CNN361,"CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HUMPHREYS, MARSHALL, MAURY, MONTGOMERY, ROBERTSON,
RUTHERFORD, SMITH, SUMNER, WILLIAMSON, AND WILSON",THE ON-CALL CONCRETE PAVEMENT REPAIR AT VARIOUS LOCATIONS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNN368,CLAIBORNE AND UNION,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS IN CLAIBORNE AND UNION COUNTIES.,0,MILES
CNN311,COCKE,THE RESURFACING ON I-40 FROM EAST OF FOOTHILLS PARKWAY (L.M. 13.67) TO THE NORTH CAROLINA STATE LINE (L.M. 21.92).,8.25,MILES
CNN305,COFFEE,THE RESURFACING USING OGFC ON I-24 FROM NEAR AEDC ROAD (L.M. 20.81) TO THE BRIDGE OVER BETSY WILLIS CREEK (L.M. 28.96).,8.21,MILES
CNN280,DAVIDSON AND WILSON,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING HIGH FRICTION SURFACE TREATMENT ON SHUTE LANE/SAUNDERSVILLE ROAD FROM S.R. 45 IN DAVIDSON COUNTY TO NONAVILLE ROAD IN WILSON COUNTY.,7.55,MILES
CNN357,DICKSON,"INTERSECTION IMPROVEMENTS AT VARIOUS LOCATIONS ON S.R. 46 FROM I-40 TO U.S. 70 (S.R. 1, HENSLEE DRIVE), INCLUDING THE INTERSECTION OF S.R. 1 AT S.R. 1 (EAST COLLEGE STREET).",2.558,MILES
CNN336,HAMBLEN,"THE IMPROVEMENT OF THE INTERSECTION ON S.R. 113 AT CHUCKY RIVER ROAD/FISH HATCHERY ROAD (L.M. 4.68), INCLUDING GRADING, DRAINAGE AND PAVING.",0.131,MILES
CNN235,HAMBLEN,THE REPAIR OF THE BRIDGES ON U.S. 25E (S.R. 32) OVER S.R. 34 AND NORFOLK SOUTHERN RAILROAD (L.M. 6.97 LEFT AND L.M. 6.98 RIGHT).,0,MILES
CNN383,HAMILTON,"THE GRADING, DRAINAGE, SIGNALS, CONSTRUCTION OF SEVEN RETAINING WALLS AND PAVING ON S.R. 320 (EAST BRAINERD ROAD) FROM EAST OF GRAYSVILLE ROAD TO EAST OF BELL AIR ROAD.",2.079,MILES
CNN380,HARDIN,"THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON S.R. 142 FROM S.R. 57 TO THE MISSISSIPPI STATE LINE, AND ON S.R. 203 FROM S.R. 226 TO NICHOLS BRANCH.",17.63,MILES
CNN338,HENDERSON,THE RESURFACING USING OGFC ON I-40 FROM WEST OF S.R. 104 (L.M. 5.50) TO WEST OF S.R. 22 (L.M. 12.71).,7.21,MILES
CNN228,HICKMAN,"THE DUCK RIVER (L.M. 14.04), INCLUDING GRADING, DRAINAGE AND PAVING.",0.616,MILES
CNN370,JOHNSON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 91 FROM SOUTH OF COLD SPRINGS ROAD (L.M. 6.53) TO THE VIRGINIA STATE LINE (L.M. 14.33).,7.8,MILES
CNN343,KNOX,"THE GRADING, DRAINAGE, CONSTRUCTION OF A BOX BEAM BRIDGE AND PAVING ON S.R. 33 FROM AFTON DRIVE TO EMORY ROAD, AND ON U.S. 441 (S.R. 71) FROM EMORY ROAD TO S.R. 33.",0.705,MILES
CNN312,KNOX,"THE RESURFACING USING OGFC ON I-275 FROM I-40 (L.M. 0.35) TO I-640/I-75 JUNCTION (L.M. 2.76 NB, L.M. 2.98 SB).",2.52,MILES
CNN384,KNOX,"THE REPAIR OF THE BRIDGE ON I-40 OVER U.S. 11E (U.S. 25W, S.R. 9, ASHEVILLE HIGHWAY) (L.M. 25.09).",0,MILES
CNN328,MADISON,THE RESURFACING USING OGFC ON I-40 FROM WEST OF LOWER BROWNSVILLE ROAD (L.M. 7.15) TO WEST OF U.S. 412 (S.R. 20) (L.M. 11.75).,4.6,MILES
CNN369,MORGAN AND SCOTT,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS IN MORGAN AND SCOTT COUNTIES.,0,MILES
CNN381,OBION,THE INSTALLATION OF FLASHING BEACONS ON S.R. 22 AT THE INTERSECTION OF REELFOOT AVENUE (L.M. 24.00).,0,MILES
CNN326,ROANE,THE RESURFACING ON I-40 FROM THE BRIDGE OVER S.R. 61 (L.M. 7.28) TO S.R. 58 (L.M. 16.24).,8.96,MILES
CNN325,ROBERTSON,THE RESURFACING USING OGFC ON I-65 FROM SOUTH OF HONEY RUN CREEK (L.M. 7.29) TO NORTH OF HIGHLAND ROAD (L.M. 16.46).,9.17,MILES
CNN327,RUTHERFORD,THE RESURFACING USING OGFC ON I-24 FROM EAST OF S.R. 840 (L.M. 11.90) TO STONES RIVER BRIDGE (L.M. 15.52).,3.62,MILES
CNN372,SEVIER,THE INSTALLATION OF SIGNALS ON S.R. 416 AT THE INTERSECTION OF ERNEST MCMAHAN ROAD IN SEVIERVILLE (L.M. 14.22).,0,MILES
CNN296,SUMNER,THE SLIDE REPAIR ON S.R. 41 AT L.M. 5.13.,0.05,MILES
CNN313,UNICOI,THE RESURFACING ON I-26 FROM THE CARTER COUNTY LINE (L.M. 0.00) TO PIPPEN HOLLOW ROAD (L.M. 7.59).,7.59,MILES
CNN362,WILLIAMSON,THE CONSTRUCTION OF A SMALL DRAINAGE STRUCTURE ON S.R. 246 (L.M. 13.12).,0,MILES
CNX253,ANDERSON,THE RESURFACING ON S.R. 330 FROM THE ROANE COUNTY LINE (L.M. 0.00) TO S.R. 116 (L.M. 8.76).,8.76,MILES
CNX255,BEDFORD,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON SIMS ROAD/WEST LANE STREET FROM COBLE ROAD TO BAKER STREET IN SHELBYVILLE.,2.68,MILES
CNX261,"BENTON, CHEATHAM, AND RHEA","THE SIGNAL UPGRADES ON U.S. 641 (S.R. 69) AT U.S. 70W (S.R. 391) IN CAMDEN, ON S.R. 249 AT HARPETH VIEW TRAIL IN KINGSTON SPRINGS AND AT 6 INTERSECTIONS ON U.S. 27 (S.R. 29) IN DAYTON.",6.31,MILES
CNX188,BLEDSOE,"THE GRADING, DRAINAGE, AND PAVING ON A S.I.A. ROUTE SERVING PROJECT PROTEIN.",0.524,MILES
CNX230,"BRADLEY, COFFEE, CUMBERLAND, DEKALB, FRANKLIN, HAMILTON, JACKSON, MARION, MCMINN, OVERTON, POLK, PUTNAM,
AND RHEA",THE CRACK SEALING AT VARIOUS LOCATIONS ON VARIOUS STATE ROUTES.,0,MILES
CNX270,"BRADLEY, COFFEE, GRUNDY, HAMILTON, MARION, AND MCMINN",THE CHATTANOOGA SMARTWAY INTELLIGENT TRANSPORTATION SYSTEM (ITS) MAINTENANCE (2023 - 2026).,0,MILES
CNX232,BRADLEY AND POLK,THE RESURFACING ON S.R. 313 FROM S.R. 74 (L.M. 0.00) IN BRADLEY COUNTY TO U.S. 411 (S.R. 33) (L.M. 1.78) IN POLK COUNTY.,7.79,MILES
CNX222,CARTER,THE RESURFACING ON S.R. 143 FROM NEAR ROANE MOUNTAIN STATE PARK (L.M. 7.55) TO U.S. 19E (S.R. 37) (L.M. 12.64).,5.09,MILES
CNX223,COCKE,"THE RESURFACING ON U.S. 321 (S.R. 35) FROM NEAR OLD S.R. 35 (L.M. 4.72) TO NEAR CLOUD WAY (L.M. 9.48), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",4.76,MILES
CNX242,COFFEE,THE RESURFACING ON S.R. 53 FROM NORTH OF HIDEOUT ROAD (L.M. 4.93) TO THE CANNON COUNTY LINE (L.M. 11.06).,6.13,MILES
CNX110,CUMBERLAND,"THE CONSTRUCTION OF A CONCRETE BULB-TEE BEAM BRIDGE ON U.S. 70 (S.R. 1) OVER THE OBED RIVER, (L.M. 12.72), INCLUDING GRADING, DRAINAGE, AND PAVING.",0.231,MILES
CNX090,DAVIDSON,"THE CONSTRUCTION OF PEDESTRIAN FACILITIES ON U.S. 41 (U.S. 70, S.R. 1, MURFREESBORO ROAD) FROM DIVISION STREET (L.M. 18.35) TO MENZLER ROAD (L.M. 20.43) IN NASHVILLE.",2.08,MILES
CNX248,DAVIDSON,"THE RESURFACING ON S.R. 155 FROM I-65 (L.M. 15.22) TO NEAR BRICK CHURCH PIKE (L.M. 16.80), INCLUDING BRIDGE DECK AND EXPANSION JOINT REPAIR.",1.58,MILES
CNX259,DAVIDSON,"THE REPAIR OF THE BRIDGES ON I-65 OVER ARTHUR AVENUE (L.M. 8.80) AND ON I-40 OVER I-40, I-65 AND THE I-65 RAMP (L.M. 16.14) IN NASHVILLE.",0,MILES
CNX231,DEKALB,"THE RESURFACING ON S.R. 56, OLD S.R. 56 AND S.R. 146.",4.93,MILES
CNX266,DICKSON AND MONTGOMERY,THE RESURFACING ON S.R. 235 FROM S.R. 49 (L.M. 10.22) IN DICKSON COUNTY TO S.R. 13 (L.M. 4.46) IN MONTGOMERY COUNTY.,10.64,MILES
CNX239,FAYETTE,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON S.R. 193 FROM NEAR MURRELL ROAD (L.M. 7.50) TO NEAR S.R. 195 (L.M. 11.00).,3.5,MILES
CNX237,FRANKLIN,"THE RESURFACING ON U.S. 41A (S.R. 16) FROM SOUTH OF S.R. 50 (L.M. 11.33) TO U.S. 64 (U.S. 41A, S.R. 15) (L.M. 12.95).",1.62,MILES
CNX218,GIBSON,"THE RESURFACING ON U.S. 45W (S.R. 5) FROM L.M. 9.02 TO L.M. 9.16, AND FROM NEAR S.R. 367 (L.M. 11.64) TO NEAR S.R. 367 (L.M. 17.17).",5.67,MILES
CNX228,GILES,"THE CONSTRUCTION OF A CONCRETE BULB-TEE BEAM BRIDGE ON U.S. 31A (S.R. 11) OVER PIGEON ROOST CREEK (L.M. 23.38), INCLUDING GRADING, DRAINAGE, AND PAVING.",0.108,MILES
CNX265,GILES,THE RESURFACING ON S.R. 11 FROM THE ALABAMA STATE LINE (L.M. 0.00) TO NORTH OF CHARLIE DAVIS ROAD (L.M. 7.08).,7.08,MILES
CNX195,"GRAINGER, KNOX, AND UNION","THE RESURFACING ON S.R. 61 FROM NEAR S.R. 131 (L.M. 15.65) IN UNION COUNTY, THROUGH KNOX COUNTY TO U.S. 11W (S.R. 1) (L.M. 1.64) IN GRAINGER COUNTY.",6.29,MILES
CNX235,HAMILTON,THE RESURFACING ON S.R. 312 FROM S.R. 60 (L.M. 0.00) TO SOUTH OF HENRY ROAD (L.M. 6.85).,6.85,MILES
CNX238,HAMILTON,THE RESURFACING ON U.S. 27 (S.R. 29) FROM NORTH OF MORRISON SPRINGS ROAD (L.M. 6.06) TO NORTH OF S.R. 153 (L.M. 11.55).,5.49,MILES
CNX224,HANCOCK,THE RESURFACING ON S.R. 63 FROM THE CLAIBORNE COUNTY LINE (L.M. 0.00) TO NEAR MULBERRY GAP ROAD (L.M. 10.90).,10.9,MILES
CNX256,HAWKINS,"THE RESURFACING ON A S.I.A. ROUTE SERVING SYMMCO, ON PHIPPS BEND ROAD FROM U.S. 11W (S.R. 1) TO RIVER ROAD.",1.89,MILES
CNX249,HAYWOOD,"THE FULL DEPTH RECLAMATION AND PAVING ON S.R. 179 FROM U.S. 70 (U.S. 79, S.R. 1) (L.M. 4.27) TO S.R. 76 (L.M. 12.36).",8.09,MILES
CNX250,HAYWOOD,THE RESURFACING ON I-40 FROM NEAR S.R. 19 (L.M. 16.64) TO NEAR HAWKINS LANE (L.M. 23.89).,7.25,MILES
CNX225,KNOX,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 331 FROM NEAR BORUFF ROAD (L.M. 10.00) TO NEAR CASSELBERRY LANE (L.M. 12.00).,2,MILES
CNX241,KNOX,"THE REPAIR OF THE BRIDGE ON I-40 OVER U.S. 11E (U.S. 70, S.R. 9, ASHEVILLE HIGHWAY) (L.M. 25.09).",0,MILES
CNX229,LAWRENCE,"THE CONSTRUCTION OF A CONCRETE BULB-TEE BEAM BRIDGE ON BUSBY ROAD OVER SHOAL CREEK (L.M. 6.24), INCLUDING GRADING, DRAINAGE, RETAINING WALL, AND PAVING.",0.288,MILES
CNX258,MARION,"THE FULL DEPTH RECLAMATION AND PAVING ON A S.I.A. ROUTE SERVING VALMONT INDUSTRIES AND MUELLER WATER PRODUCTS, INCLUDING MISCELLANEOUS SAFETY IMPROVEMENTS, BRIDGE DECK REPAIR, AND THIN EPOXY OVERLAY.",2.422,MILES
CNX245,MCMINN AND MEIGS,THE RESURFACING ON S.R. 305 FROM NEAR I-75 (L.M. 4.89) IN MCMINN COUNTY TO SOUTH OF S.R. 68 (L.M. 1.27) IN MEIGS COUNTY.,8.85,MILES
CNX243,MEIGS,THE RESURFACING ON S.R. 304 FROM S.R. 58 (L.M. 0.00) TO NEAR S.R. 68 (L.M. 8.78).,8.78,MILES
CNX263,MEIGS,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNX244,PUTNAM,THE RESURFACING ON S.R. 96 FROM U.S. 70N (S.R. 24) (L.M. 0.04) TO THE JACKSON COUNTY LINE (L.M. 6.53).,6.49,MILES
CNX219,RHEA,"THE RESURFACING ON U.S. 27 (S.R. 29) FROM NORTH OF PAYNE LANE (L.M. 11.03) TO NEAR BRADLEY STREET (L.M. 14.56), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",3.53,MILES
CNX198,ROANE,THE INTERCHANGE LIGHTING ON I-40 (U.S. 27) AT U.S. 27 (S.R. 61) (L.M. 5.21 - L.M. 5.59).,0.445,MILES
CNX252,RUTHERFORD,"THE RESURFACING ON S.R. 96 FROM S.R. 268 (L.M. 16.73) TO S.R. 266 (L.M. 20.51), INCLUDING BRIDGE EXPANSION JOINT REPAIRS.",3.78,MILES
CNX092,RUTHERFORD,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON I-24 NEAR MM 95 (L.M. 31.80 - 32.01).,0.21,MILES
CNX246,SHELBY,"THE IMPROVEMENT OF THE INTERSECTION ON U.S. 72 (S.R. 57) AT BROOKFIELD AVENUE (L.M. 7.93), INCLUDING GRADING, DRAINAGE, AND PAVING.",0.075,MILES
CNX214,SHELBY,"THE RESURFACING ON S.R. 175 FROM NEAR U.S. 78 (S.R. 4, LAMAR AVENUE) (L.M. 12.00) TO EAST OF RIVERDALE ROAD (L.M. 15.77).",3.77,MILES
CNX205,SUMNER,"THE CONSTRUCTION OF A CONCRETE I-BEAM BRIDGE ON S.R. 174 (OLD U.S. 31 EAST) OVER LITTLE TRAMMEL CREEK (L.M. 39.41), INCLUDING GRADING, DRAINAGE, AND PAVING.",0.183,MILES
CNX234,UNION,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNX236,BUREN,THE RESURFACING ON S.R. 285 FROM S.R. 30 (L.M. 7.29) TO THE BLEDSOE COUNTY LINE (L.M. 16.26).,8.97,MILES
CNX233,WAYNE,THE RESURFACING ON S.R. 203 FROM THE HARDIN COUNTY LINE (L.M. 0.00) TO WEST OF CROMWELL RIDGE ROAD (L.M. 7.00).,7,MILES
CNX254,WEAKLEY,THE RESURFACING ON S.R. 431 FROM CENTRAL STREET (L.M. 3.06) TO THE OBION COUNTY LINE (L.M. 9.42).,6.36,MILES
CNX907,LAUDERDALE,"THE RESURFACING (EITHER SCRUB SEAL/MICROSURFACE OR 411D) ON U.S. 51 (S.R. 3) FROM WILSON ROAD (L.M. 15.72) TO NEAR S.R. 88 (L.M. 20.18), INCLUDING MISCELLANEOUS SAFETY IMPROVEMENTS FROM L.M. 18.00 TO L.M. 20.80.",7.26,MILES
CNX908,MARION,THE CONSTRUCTION OF A NEW 40' X 120' COVERED SALT BIN LOCATED AT 520 TVA ROAD IN JASPER.,0,MILES
CNX209,ANDERSON,THE RESURFACING ON U.S. 25W (S.R. 9) FROM NEAR LONGMIRE ROAD (L.M. 9.04) TO NEAR LYNWOOD STREET (L.M. 12.00).,2.58,MILES
CNX207,ANDERSON,THE RESURFACING ON S.R. 95 FROM NEAR S.R. 62 (L.M. 3.25) TO NEAR S.R. 61 (L.M. 8.72).,5.47,MILES
CNX084,BLOUNT,THE RESURFACING ON S.R. 162 FROM NEAR U.S. 129 (S.R. 115) (L.M. 0.00) TO NEAR S.R. 33 (L.M. 2.54) AND ON S.R. 335 FROM S.R. 334 (L.M. 6.33) TO S.R. 33 (L.M. 10.49).,6.7,MILES
CNX132,BRADLEY,"THE RESURFACING ON U.S. 11 (U.S. 64, S.R. 2), U.S. 64 (S.R. 40), S.R. 74 AND S.R. 311.",6.07,MILES
CNX152,BRADLEY AND HAMILTON,THE MICROSURFACING ON S.R. 317 FROM WESLEYAN ROAD (L.M. 15.34) IN HAMILTON COUNTY TO S.R. 60 (L.M. 3.59) IN BRADLEY COUNTY.,4.01,MILES
CNX162,CAMPBELL,THE RESURFACING ON S.R. 297 FROM NEAR ELK FORK ROAD (L.M. 5.47) TO NEAR LOWWOOD LANE (L.M. 11.54).,6.07,MILES
CNX196,GREENE,"THE RESURFACING ON S.R. 70 FROM NEAR ALLEN BRIDGE ROAD (L.M. 9.98) TO U.S. 11E (U.S. 321, S.R. 34) (L.M. 16.47).",6.49,MILES
CNX169,GREENE AND HAMBLEN,THE RESURFACING ON S.R. 348 FROM S.R. 340 (L.M. 0.00) TO U.S. 11E (S.R. 34) (L.M. 12.07) AND S.R. 340 FROM THE GREENE COUNTY LINE (L.M. 0.00) TO S.R. 113 (SILVER CITY ROAD) (L.M. 2.26).,14.33,MILES
CNX186,HAMILTON,"THE REPLACEMENT (FAST TRACK) OF PORTLAND CEMENT CONCRETE PAVEMENT ON I-24 FROM EAST OF THE I-124 RAMPS (L.M. 7.40) TO EAST OF LONG STREET (L.M. 8.14), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",0.74,MILES
CNX193,HARDEMAN,"THE RESURFACING ON S.R. 125 FROM S.R. 57 (L.M. 3.21) TO S.R. 18 (L.M. 19.73), INCLUDING BRIDGE EXPANSION JOINT REPAIRS AND THIN EPOXY OVERLAY, AND ON S.R. 57 FROM L.M. 11.24 TO L.M. 11.38.",16.66,MILES
CNX269,HARDIN,THE RESURFACING ON U.S. 64 (S.R. 15) FROM NEAR THE TENNESSEE RIVER BRIDGE (L.M. 6.73) TO S.R. 128 (L.M. 7.46) AND ON S.R. 69 FROM NEAR FREEWILL LANE (L.M. 20.61) TO U.S. 64 (S.R. 15) (L.M. 22.62).,2.74,MILES
CNX216,HENRY,"THE RESURFACING ON S.R. 54 FROM NEAR S.R. 218 (L.M. 8.80) TO NEAR RUFF STREET (L.M. 11.25), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",2.44,MILES
CNX134,JEFFERSON,"THE RESURFACING ON S.R. 113 FROM U.S. 25W (U.S 70, S.R. 9) (L.M. 0.00) TO U.S. 25E (S.R. 32) (L.M. 6.30).",5.945,MILES
CNX217,MADISON,"THE RESURFACING ON U.S. 412 (S.R. 20) FROM NEAR I-40 TO U.S. 70 (S.R. 1) INCLUDING BRIDGE EXPANSION JOINT REPAIR AND THIN EPOXY OVERLAY, AND ON U.S. 70 (S.R. 1) FROM NEAR MOBILE STREET TO WHITEHALL STREET.",8.76,MILES
CNX268,MCNAIRY,THE RESURFACING ON U.S. 64 (S.R. 15) FROM NEAR SANDY FLAT ROAD (L.M. 5.03) TO NEAR WESTWOOD CIRCLE (L.M. 10.00).,4.97,MILES
CNX095,MONROE,"THE RESURFACING ON U.S. 11 (S.R. 2) FROM THE MCMINN COUNTY LINE TO NEAR S.R. 322, ON S.R. 307 FROM THE MCMINN COUNTY LINE TO S.R. 68 AND ON S.R. 68 FROM NEAR U.S. 11 (S.R. 2) TO NEAR AVALON DRIVE.",14.22,MILES
CNX148,ANDERSON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 330 FROM DUTCH VALLEY ROAD (L.M. 1.60) TO HALF MOON ROAD (L.M. 5.71).,4.11,MILES
CNX176,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",THE RANDOM ON-CALL SIGNING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNX081,BEDFORD,THE RESURFACING ON U.S. 41A (S.R. 16) FROM EVANS STREET (L.M. 18.62) TO S.R. 64 (L.M. 21.58).,2.96,MILES
CNX164,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",THE RANDOM ON-CALL SIGNING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNX172,BEDFORD AND MOORE,THE RESURFACING ON S.R. 130 FROM EAST OF LITTLE FLAT CREEK (L.M. 17.00) IN BEDFORD COUNTY TO THE COFFEE COUNTY LINE (L.M. 2.86) IN MOORE COUNTY.,7.32,MILES
CNX211,BENTON,THE RESURFACING ON U.S. 70 (S.R. 1) FROM S.R. 391 (U.S. 70 BR) (L.M. 4.25) TO S.R. 391 (U.S. 70 BR) (L.M. 8.63).,4.38,MILES
CNX163,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",THE RANDOM ON-CALL SIGNING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNX183,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",THE RANDOM ON-CALL SIGNING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNX165,CHEATHAM,THE RESURFACING ON S.R. 251 FROM S.R. 249 (L.M. 0.00) TO THE DAVIDSON COUNTY LINE (L.M. 4.01) AND ON S.R. 249 FROM S.R. 251 (L.M. 12.71) TO S.R. 49 (L.M. 16.50).,7.8,MILES
CNX166,CLAIBORNE,THE RESURFACING ON U.S. 25E (S.R. 32) FROM NEAR S.R. 63 (L.M. 18.06) TO NEAR TIPRELL ROAD (L.M. 20.56) AND ON S.R. 383 FROM U.S. 25E (S.R. 32) (L.M. 0.00) TO THE VIRGINIA STATE LINE (L.M. 0.68).,3.18,MILES
CNX159,CUMBERLAND,THE RESURFACING ON U.S. 70 (S.R. 1) FROM EAST OF ARTHUR SEAGRAVES ROAD (L.M. 2.00) TO DEEP WATER ROAD (L.M. 5.27).,3.27,MILES
CNX189,CUMBERLAND,THE RESURFACING ON S.R. 298 FROM U.S. 127 (S.R. 28) (L.M. 0.00) TO NEAR JACKIE DRIVE (L.M. 2.70) AND ON S.R. 392 FROM U.S. 127 (S.R. 28) (L.M. 0.00) TO NEAR OLD MAIL ROAD (L.M. 1.90).,4.38,MILES
CNX114,DAVIDSON,"THE RESURFACING ON U.S. 70 (S.R. 24, LEBANON PIKE) FROM NEAR STONES RIVER ROAD (L.M. 21.90) TO THE WILSON COUNTY LINE (L.M. 25.63).",3.73,MILES
CNX173,DAVIDSON,THE INSTALLATION OF AN OVERHEAD SIGN STRUCTURE ON I-24 EB AT LM 12.01 (MM 44.0).,0,MILES
CNX171,DAVIDSON,THE RESURFACING ON U.S. 41 (S.R. 11) FROM THE SUMNER COUNTY LINE (L.M. 0.00) TO THE ROBERTSON COUNTY LINE (L.M. 3.42).,3.42,MILES
CNX174,DAVIDSON,THE TUNNEL CLEANING OF THE THOMPSON LANE UNDERPASS ON S.R. 155.,0,MILES
CNX175,DYER,THE RESURFACING ON U.S. 51 (S.R. 3) FROM THE LAUDERDALE COUNTY LINE (L.M. 0.00) TO RAGEN LEVEE ROAD (L.M. 6.20).,6.2,MILES
CNX153,FENTRESS AND PICKETT,THE RESURFACING ON U.S. 127 (S.R. 28) FROM NORTH OF JOE YORK ROAD (L.M. 29.72) IN FENTRESS COUNTY TO NORTH OF JOE SELLS ROAD (L.M. 1.59) IN PICKETT COUNTY.,5.45,MILES
CNX177,GILES,"THE INSTALLATION OF A NEW 40' X 120' COVERED SALT BIN, ROOF ONLY, LOCATED AT 2375 INDUSTRIAL LOOP ROAD IN PULASKI.",0,MILES
CNX194,GILES AND LINCOLN,THE RESURFACING ON S.R. 110 FROM S.R. 7 (L.M. 0.00) IN GILES COUNTY TO S.R. 274 (L.M. 8.61) IN LINCOLN COUNTY.,8.93,MILES
CNX210,HAMILTON,THE SLOPE STABILIZATION ON S.R. 153 NEAR L.M. 7.10.,0,MILES
CNX181,HAMILTON,"THE RESURFACING IN HARRISON BAY STATE PARK INCLUDING COLD PLANING, BITUMINOUS SEAL COAT AND FULL DEPTH RECLAMATION ON VARIOUS ROUTES.",4.52,MILES
