item_no,description,unit,count
721-01.24,SURGE ARRESTOR AND 2-WIRE GROUNDING POINT (RAIN BIRD LSP01),EACH,2
721-01.23,1.5 FLOW SENSOR (CREATIVE SENSOR TECHNOLOGY FSI-T15-001),EACH,2
721-01.22,WIRELESS RAIN/FREEZE SENSOR (RAIN BIRD WR2-RFS),EACH,2
721-01.21,SENSOR DECODER (RAIN BIRD SD-210-TURF),EACH,2
721-01.19,FIELD DECODER (RAIN BIRD FD-401-TURF),EACH,2
721-01.41,CONTROL WIRE CABLE (RAIN BIRD MAXI-WIRE),L.F.,2
721-01.40,1-1/4 PVC SCHEDULE 40 ELECTRICAL CONDUIT(DIRECTIONAL BORE),L.F.,2
721-01.39,1-1/4 PVC SCHEDULE 40 ELECTRICAL CONDUIT(DIRECT BURIAL),L.F.,2
721-01.37,4 PVC SCHEDULE 40 (DIRECTIONAL BORE),L.F.,2
721-01.35,IRRIGATION MAINLINE (PVC CLASS 200 SDR 21 2),L.F.,2
721-01.34,IRRIGATION MAINLINE (PVC CLASS 200 SDR 21 1-1/2),L.F.,2
721-01.18,FIELD DECODER (RAIN BIRD FD-202-TURF),EACH,2
721-01.17,FIELD DECODER (RAIN BIRD FD-101-TURF),EACH,2
721-01.16,2-WIRE DECODER CONTROLLER (RAIN BIRD LXDIVM-LXMSS-LXMMPED),EACH,2
721-01.15,1-1/2 BACKFLOW PREVENTER,EACH,2
721-01.14,1-1/2 MASTER VALVE (BUCKNER-SUPERIOR 3100),EACH,2
721-01.13,ISOLATION VALVE (CLASS 125 BRONZE),EACH,2
797-02.10,12IN HDPE FORCE MAIN,L.F.,2
797-02.03,1-1/2IN HDPE FORCE MAIN,L.F.,2
797-02.01,1IN HDPE FORCE MAIN,L.F.,2
725-03.15,GROUND MOUNTED DEMARCATION POINT,EACH,2
725-03.10,ETHERNET SWITCH (TYPE B),EACH,2
725-02.80,FIBER SPLICE ENCLOSURE(DESCRIPTION),EACH,2
725-02.23,SPARE PARTS,LS,2
725-02.01,CLOSED CIRCUIT TELEVISION(CCTV) TYPE 1,EACH,2
795-16.02,PRESSURE TRANSDUCER AND METER STATION,EACH,2
607-50.02,PRECAST CONCRETE BOX CULVERT (10 X 7),L.F.,2
797-07.41,84IN MANHOLE 16FT-20FT DEPTH,EACH,2
795-21.04,TRENCHLESS INSTALL 3IN HDPE CASING - ROCK,L.F.,2
795-21.03,TRENCHLESS INSTALL 3IN HDPE CASING -UNCON,L.F.,2
795-16.42,24IN EXISTING WATER MAIN TERMINATION,EACH,2
721-01.43,SHRUB ROTATOR (HUNTER PROS-12-PRS40-CV),EACH,2
725-05.89,CELLULAR MODEM MONTHLY FEE (2 YEAR SERVICE),MNTH,2
725-03.24,CCTV POLE AND FOUNDATION (50FT POLE HEIGHT),EACH,2
725-03.23,CABINET (TYPE C),EACH,2
725-03.22,CABINET (TYPE B),EACH,2
795-13.22,BRIDGE HANGER SYSTEM SUPPORTS,LS,2
714-70.55,#10 AWG GROUND WIRE GREEN INSL SOLID COPPER,L.F.,2
714-70.27,TAP KIT #4 AWG600V,EACH,2
797-08.10,2IN LOW PRESS SERVICE ASSEMBLY,EACH,2
790-64.07,PRI MTG 1PH,EACH,2
790-63.05,1PH ELECTR RECL 800A CONT 10000A INT 25KV,EACH,2
790-62.08,1PH HYDR RECL 560A CONT 10000A INT 15KV,EACH,2
790-61.06,1PH SECTLR OR RECL W/ BYPASS SW 25KV,EACH,2
790-64.12,SEC MTG 3PH 120/208 V (4 WIRE GRD WYE),EACH,2
790-64.09,SEC MTG 3PH W/ TRANSFORMER CABINET,EACH,2
802-15.03,ELEOCHARIS PALUSTRIS (CREEPING SPIKERUSH),EACH,2
790-65.08,LIGHTNING ARRESTER 3PH 9 KV,EACH,2
790-71.04,DBL ARM LINE POST INS NO OHGW 46KV MAX,EACH,2
725-20.08,PORTABLE CCTV CAMERA TRAILER,DAY,2
795-10.24,12IN PRV ASSEMBLY,EACH,2
725-20.93,CCTV CAMERA SYSTEM (INFRARED),EACH,2
606-19.06,"PILE TIPS (STEEL PIPE PILES, 16-INCH)",EACH,2
607-45.01,15 SLOTTED DRAIN PIPE,L.F.,2
714-72.02,FLEXIBLE PVC CONDUIT 1IN SCH 40,L.F.,2
725-05.07,FIBER OPTIC TRANSCEIVER (SM),EACH,2
790-70.14,STREET LIGHT - HPS  (DESCRIPTION),EACH,2
411-01.14,ACS MIX(PG64-22) GRADING D VIRGIN MIX,TON,2
411-01.13,ACS MIX(PG64-22) GRADING D LIMESTONE AGGREGATE,TON,2
407-80.01,TRAFFIC SPEED TABLE (ASPHALT),EACH,2
790-71.26,SML ANG SUSP INS 69KV MAX,EACH,2
705-20.57,LOW MAINT CRASH CUSHN NARROW (MASH TL-2),EACH,2
802-13.36,VIBURNUM DENTATUM (ARROWWOOD VIBURNUM 2-5 FT CNTNR GRWN),EACH,2
802-13.27,AESCULUS PAVIA (RED BUCKEYE 2-5 FT CNTNR GRWN),EACH,2
802-13.17,HIBISCUS MOSCHEUTOS (SWAMP MALLOW SDLNG B.R.),EACH,2
790-71.80,ELEC ASSY 69KV P1/P2,EACH,2
790-74.38,SCADA SERVICE ATTACHMENT,EACH,2
790-74.36,FIBER RISER,EACH,2
790-99.02,RESERVED FOR TDOT USE ONLY,L.F.,2
790-99.01,RESERVED FOR TDOT USE ONLY,EACH,2
203-40.18,TIE-BACK ANCHORS (ABANDONED),L.F.,2
725-22.65,STRUCTURE CONDUIT BANK (DESCRIPTION),L.F.,2
725-22.45,CONDUIT BANK BORED (DESCRIPTION),L.F.,2
725-21.42,DEMARCATION SITE (UNDERGROUND PWR/COMM),EACH,2
725-21.31,CAT 5 CABLE,L.F.,2
725-20.99,VIDEO ENCODER,EACH,2
725-20.97,CCTV COMM CABLE,L.F.,2
725-20.24,STEEL OVERHEAD SIGN STRUCTURE (SPANS 91FT TO 110FT),EACH,2
604-50.10,MECHANICAL COUPLER,EACH,2
725-23.13,FIBER OPTIC CABLE (12 F),L.F.,2
795-08.28,6IN CHECK VALVE,EACH,2
795-08.27,4IN CHECK VALVE,EACH,2
795-08.25,ELECTRONIC CONTROL VALVE VAULT W/BYPASS,EACH,2
714-09.41,LED LUMINAIRES (150 WATT),EACH,2
714-12.17,MODIFY EXIST CONTROL CENTER(DESCRIPTION),EACH,2
714-12.10,RELOCATION OF CONTROL CENTER,LS,2
714-12.08,CONTROL CENTER (NO. 8),LS,2
714-12.07,CONTROL CENTER (NO. 7),LS,2
714-10.03,OVERHEAD CONDUCTORS (GAUGE & TYPE),L.F.,2
714-15.01,OVERHEAD CABLE,EACH,2
790-98.05,RETIRE IN PLACE MANHOLE,EACH,2
791-01.24,2IN POWERCRETE CTD STL GAS MN- DIR DRILL,L.F.,2
406-04.01,POLYMER MODIFIED EPOXY PAVEMENT OVERLAY,S.Y.,2
791-03.10,__IN HDPE GAS MAIN,L.F.,2
615-04.40,PRECAST BRIDGE CAP BEAM,C.Y.,2
615-03.03,CONCRETE CHANNEL (17 X 42),L.F.,2
802-13.11,ARONIA MELANOCARPA (BLCK CHOKEBERRY 2-5FT C.G.),EACH,2
802-13.05,HAMAMELIS VIRGINIANA (WITCH HAZEL 2-5FT CNTNR GRWN),EACH,2
615-02.28,PRESTRESSED CONCRETE BOX BEAM (24 X 48),L.F.,2
791-04.51,HDD 2IN POWERCRETE COATED STEEL GAS MN,L.F.,2
791-05.06,BORE/JACK 18IN - STEEL CASING PIPE - UNCON.,L.F.,2
725-23.14,FIBER OPTIC CABLE (6 F),L.F.,2
795-07.51,FLOW METER,EACH,2
725-24.88,CABINET TRANSFORMER (480V TO 120/240V 1PH 50KVA),EACH,2
725-24.85,CABINET TRANSFORMER (480V TO 120V 1PH 5KVA),EACH,2
725-24.71,DEMARCATION TRANSFORMER (240V TO 600V 1PH 5KVA),EACH,2
725-24.70,DEMARCATION TRANSFORMER (240V TO 480V 1PH 5KVA),EACH,2
773-25.97,INSTALL AKF200-24(10M) COMM. CA.,L.F.,2
773-25.96,INSTALL AKFS104-24(10M) COMM. CA.,L.F.,2
773-25.95,REMOVE WIRE TERMINAL,EACH,2
773-25.94,REMOVE RISER GUARD,EACH,2
773-25.93,REMOVE AERIAL DROP,EACH,2
773-25.92,REMOVE SYP POLE,EACH,2
773-25.91,REMOVE PM4 CROSS ARM,EACH,2
773-25.90,REMOVE ANCHOR ASSEMBLY,EACH,2
791-05.21,BORE/JACK 12IN - STEEL CASING PIPE - ROCK,L.F.,2
707-01.28,END & CORNER POST ASSEMBLY (DESCRIPTION),EACH,2
707-01.20,TEMP 6FT CHAIN LINK W/3 STRAND B. WIRE,L.F.,2
707-01.03,GATE - CHAIN-LINK FENCE-4 FOOT (DESCRIPTION),EACH,2
307-01.25,ASP CONC MIX(PG76-22) (BPMB-HM) GR ACRL,TON,2
714-06.01,CABLE (1/C # 14 AWG),L.F.,2
607-65.89,10.75 OD PIPE TO SLIP LINE 12 PIPE,L.F.,2
607-65.81,60X47IN MIN ID PIPE TO SLIP LINE 70X50IN PIPE,L.F.,2
714-09.05,LUMINAIRES (400 WATT - HIGH MAST),EACH,2
714-08.49,FOUNDATION (ONLY) FOR HIGH MAST LIGHT STANDARD,EACH,2
714-08.48,FOUNDATION (ONLY) FOR HIGH MAST LIGHT STANDARD,EACH,2
797-11.22,72IN MH ADJUSTMENT DECREASE HEIGHT,V.F.,2
797-11.21,60IN MH ADJUSTMENT DECREASE HEIGHT,V.F.,2
797-11.17,72IN MH ADJUSTMENT INCREASE HEIGHT,V.F.,2
730-02.02,SIGNAL HEAD ASSEMBLY (130 A3),EACH,2
795-07.04,8IN X 4IN TAPPING SLEEVE AND VALVE,EACH,2
725-24.53,SYSTEM CUTOVER,LS,2
204-05.22,CORE HOLE DRILLING FOR GROUT,L.F.,2
204-05.10,CORE HOLE GROUTING,V.F.,2
204-05.02,SOIL PENETRATION TEST DRILLING,V.F.,2
604-18.26,STEEL BAR COUPLERS AT APPROACH SLABS,EACH,2
725-28.02,CONNECTED VEHICLE (CV) MODULE FOR CONTROLLER (ATC),EACH,2
725-24.90,CABINET TRANSFORMER (480V TO 120V 1PH 3KVA),EACH,2
307-50.12,ASPHALT CONC. MAINT. MIX (PG70-22) GRADING A (PLACED),TON,2
773-25.98,INSTALL HC3 COMM. CA. SPLICING,EACH,2
773-25.88,REMOVE COMM. SPLICE CASE,EACH,2
773-25.87,REMOVE DISTRIBUTION WIRE,L.F.,2
773-25.86,REMOVE COMM. CABLE,L.F.,2
773-25.85,REARRANGE WIRE TERMINAL,EACH,2
773-25.84,REARRANGE RISER GUARD,EACH,2
773-25.83,REARRANGE AERIAL DROP WIRE,EACH,2
773-25.82,REARRANGE PM4 CABLE ARM,EACH,2
773-25.81,REARRANGE COMM. SPLICE CASE,EACH,2
773-25.80,REARRANGE FIBER CA. SPLICING,EACH,2
773-25.79,REARRANGE COMM. CA. SPLICING,EACH,2
773-25.78,REARRANGE COMM. CABLE,L.F.,2
773-25.77,REARRANGE CABLE ANGLE POLE,EACH,2
773-25.76,REARRANGE CABLE STRAIGHT LINE POLE,EACH,2
773-25.75,REARRANGE EXISTING BURIED CA.,EACH,2
604-07.55,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.54,RETAINING WALL (DESCRIPTION),S.F.,2
730-05.99,MODIFY EXISTING ELECTRICAL SERVICE CONNECTION (INVOICE COST),DOLL,2
604-10.08,CONCRETE,LS,2
604-07.59,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.58,RETAINING WALL (DESCRIPTION),S.F.,2
795-06.44,CUT AND CAP 30IN WATER LINE,EACH,2
604-10.61,EXPANSION JOINT REPAIRS (MODULAR TYPE),L.F.,2
730-02.51,SIGNAL HEAD ASSEMBLY (130 A3F WITH BACKPLATE),EACH,2
730-03.52,FIBER OPTIC CABLE (6F),L.F.,2
604-07.47,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.46,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.45,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.44,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.43,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.42,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.41,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.40,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.29,RETAINING WALL (DESCRIPTION),S.F.,2
205-02.01,RSS BACKFILL MATERIAL,C.Y.,2
607-65.68,36 MINIMUM ID PIPE TO SLIP LINE 48 PIPE,L.F.,2
714-05.15,ELECTRIC MANHOLE,EACH,2
604-07.57,RETAINING WALL (DESCRIPTION),S.F.,2
714-01.42,STRUCTURAL LIGHTING (DESCRIPTION),LS,2
714-01.41,STRUCTURAL LIGHTING (DESCRIPTION),LS,2
714-01.40,STRUCTURAL LIGHTING (DESCRIPTION),LS,2
714-01.30,STRUCTURAL LIGHTING (RET. WALL NO.),LS,2
714-01.29,STRUCTURAL LIGHTING (RET. WALL NO.),LS,2
714-01.28,STRUCTURAL LIGHTING (RET. WALL NO.),LS,2
798-05.46,COMMUNICATION ASSEMBLY (RISER),EACH,2
798-05.42,COMMUNICATION ASSEMBLY (LX),EACH,2
798-05.08,TRUNK/FEEDER CABLE .565,L.F.,2
798-03.07,2 DUCT FORMATION @ 36IN DEPTH,L.F.,2
798-03.02,1 DUCT FORMATION @ 36IN DEPTH,L.F.,2
714-04.05,CONDUIT (DESCRIPTION),L.F.,2
607-65.79,54MINIMUM ID PIPE TO SLIP LINE 72PIPE,L.F.,2
604-07.53,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.52,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.48,RETAINING WALL (DESCRIPTION),S.F.,2
714-01.26,STRUCTURAL LIGHTING (RET. WALL NO.),LS,2
714-01.25,STRUCTURAL LIGHTING (RET. WALL NO.),LS,2
714-01.09,STRUCTURAL LIGHTING (BRIDGE NO.),LS,2
714-01.08,STRUCTURAL LIGHTING (BRIDGE NO.),LS,2
795-05.13,HDD 36IN HDPE CASING PIPE-UNCON,L.F.,2
795-05.12,HDD 30IN HDPE CASING PIPE-UNCON,L.F.,2
714-01.07,STRUCTURAL LIGHTING (BRIDGE NO.),LS,2
714-01.45,STRUCTURAL LIGHTING (DESCRIPTION),LS,2
714-01.44,STRUCTURAL LIGHTING (DESCRIPTION),LS,2
714-01.43,STRUCTURAL LIGHTING (DESCRIPTION),LS,2
773-25.74,INSTALL YFD72-SMDE LOOP FIBER CA.,L.F.,2
307-02.06,ASPHALT CONCRETE MIX (PG70-22) (BPMB-HM) GRADING B,TON,2
709-05.03,MACHINED RIP-RAP (SIZE 1 OR 2),TON,2
612-01.00,UNIFORM-COURSE STONE MASONRY,C.Y.,2
773-25.89,REMOVE GUY ASSEMBLY,EACH,2
611-63.51,"JUNCTION STRUCTURE, 108IN ROUND,> ( FT DEPTH)",EACH,2
611-63.31,"JUNCTION STRUCTURE, 84IN ROUND,> ( FT DEPTH)",EACH,2
795-01.25,2IN DIP SLIP JOINT WATER LINE,EACH,2
604-07.56,RETAINING WALL (DESCRIPTION),S.F.,2
730-23.78,CANTILEVER SIGNAL SUPPORT (2 @ 35 & 40),EACH,2
730-23.62,CANTILEVER SIGNAL SUPPORT (2 @ 25 & 40),EACH,2
730-23.61,CANTILEVER SIGNAL SUPPORT (2 @ 25 & 35),EACH,2
795-05.05,HDD 10IN HDPE CASING PIPE-UNCON,L.F.,2
795-03.52,8IN C900 PVC RESTRAINED JOINT WATER LINE,L.F.,2
604-07.27,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.26,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.25,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.24,RETAINING WALL (DESCRIPTION),S.F.,2
604-07.23,RETAINING WALL (DESCRIPTION),S.F.,2
798-06.01,FIBER NODE  870MHz,EACH,2
714-01.27,STRUCTURAL LIGHTING (RET. WALL NO.),LS,2
793-98.20,TREE AND BRUSH REMOVAL OFF ROW,LS,2
730-25.06,CANTILEVER SIGNAL SUPPORT (2 @ 50 & 70),EACH,2
604-04.10,GRAFFITI PROTECTION SYSTEM(DESCRIPTION),S.Y.,2
607-65.96,48 OD PIPE TO SLIP LINE 54 PIPE,L.F.,2
607-65.94,32 OD PIPE TO SLIP LINE 36 PIPE,L.F.,2
607-65.93,28 OD PIPE TO SLIP LINE 32 PIPE,L.F.,2
798-08.08,TRANSFER TRUNK CABLE,EACH,2
798-08.04,TRANSFER COMMUNICATION ASSY (SVC),EACH,2
798-07.02,PEDESTAL CABINET,EACH,2
798-06.90,18/15 DEG FIBERGLASS STANDOFF BRACKET,EACH,2
730-24.06,"FOUNDATION - CANTILEVER SIGNAL SUPPORT,(_____)",EACH,2
802-11.69,QUERCUS ACUTISSIMA  (SAWTOOTH OAK 2-5 FT CNTNR GRWN),EACH,2
711-01.07,CONCRETE HALF BARRIER WALL,L.F.,2
611-51.07,"CATCH BASINS, TYPE 51, > 24 - 28 DEPTH",EACH,2
802-11.68,ULMUS ALATA (WINGED ELM 2-5FT CNTNR GRWN),EACH,2
802-11.60,KALMIA LATIFOLIA (MOUNTAIN LAUREL 2-5 FT CNTNR GRWN),EACH,2
802-11.59,PRUNUS AMERICANA (AMERICAN PLUM 2-5FT CNTNR GRWN),EACH,2
802-11.58,OXYDENDRUM ARBOREUM (SOURWOOD 2-5FT C.G.),EACH,2
802-11.43,TSUGA CANADENSIS (HEMLOCK 2-5FT CNTNR GRWN),EACH,2
711-05.76,S/S CNCRTE BARRIER WALL (SLIP FORM OVERLAY-S.E. SECT),L.F.,2
773-25.71,INSTALL YFD24-SMDE(.25M) FIBER CA.,L.F.,2
793-15.05,TRANSFER DIP CABLE/EQUIPMENT,EACH,2
760-01.20,TUNNEL REPAIRS (MCCALLIE TUNNELS),LS,2
209-03.32,STREAM MITIGATION-BOULDER CLUSTERS,EACH,2
793-80.03,PLACE 4IN SPLIT DUCT AROUND CABLE/INNER DUCTS,L.F.,2
713-15.60,STEEL CABLE OVERHEAD SIGN SUPPORT ( DESCRIPTION),EACH,2
798-11.20,HANDHOLE 30INX48IN,EACH,2
798-10.10,POWER SUPPLY,EACH,2
611-02.04,"SPRING DRAIN BOX, TYPE 3A",EACH,2
713-16.60,REMOVE AND REPLACE SIGN (DESCRIPTION),EACH,2
209-03.64,STREAM MITIGATION - FELLED TREE (SIZE),EACH,2
793-11.60,LONG EXTENSION ARM,EACH,2
793-11.52,REMOVE FIBER SPLICE CASE,EACH,2
793-13.02,4IN CASING,L.F.,2
793-12.15,3000 PAIR UG CABLE,L.F.,2
793-12.12,1800 PAIR UG CABLE,L.F.,2
793-13.30,4 DUCT FORMATION @ 72IN DEPTH,L.F.,2
713-15.05,INSTALLATION OF FLAT SHEET SIGN ON EXISTING SUPPORT,EACH,2
611-01.13,"MANHOLES,( __ - __ DEPTH)",EACH,2
611-01.12,"MANHOLES,( __ - __ DEPTH)",EACH,2
209-03.53,STREAM MITIGATION - ARTICULATED CONCRETE MAT,S.Y.,2
793-14.08,MH PRECAST (DESCRIPTION),EACH,2
773-25.70,INSTALL YFD12-SMDE LOOP FIBER CA.,L.F.,2
773-25.69,INSTALL YFD12-SMDE(E) FIBER CA.,L.F.,2
773-25.68,INSTALL YFD12-SMDE(10M) FIBER CA.,L.F.,2
773-25.67,INSTALL UO12 UNDGRD FIBER CABLE,L.F.,2
773-25.66,INSTALL SEB5-22 BURIED DROP,L.F.,2
773-25.65,INSTALL SEB2-22 BURIED DROP,L.F.,2
773-25.64,INSTALL SEA2-22 AERIAL DROP,L.F.,2
773-25.63,INSTALL PM91-200-24-24 CABLE STUB,EACH,2
773-25.62,INSTALL PM91-50-24-20 CABLE STUB,EACH,2
773-25.61,INSTALL PM91-25-24-20 CABLE STUB,EACH,2
773-25.60,INSTALL PM52 POLE NUMBER,EACH,2
773-25.59,INSTALL PM2A POLE GRND ASSMBLY,EACH,2
773-25.58,INTALL PM11 GUY GUARD ASSEMBLY,EACH,2
802-01.02,TREES (LIRIODENDRON TULIPI) (1.5 - 2 CAL. B&B),EACH,2
802-01.01,TREES (QUERCUS PALUSTRIS) (1.5 - 2 CAL. B&B),EACH,2
793-03.21,1200 PAIR CABLE,L.F.,2
793-03.20,900 PAIR CABLE,L.F.,2
793-07.28,(288+) FIBER SPLICING,EACH,2
793-05.04,RISER STUB 100 PAIR,EACH,2
771-04.52,REMOVE FARM TAP,EACH,2
793-07.73,FIBER(48) AERIAL PRESSURIZED SPLICE CLOSURE,EACH,2
793-07.72,FIBER(24) AERIAL PRESSURIZED SPLICE CLOSURE,EACH,2
793-07.71,(144) AERIAL FIBER SPLICE CLOSURE 4 TRAYS,EACH,2
793-07.63,FIBER 4 PORT MST(500) ELASH,EACH,2
793-07.62,FIBER 4 PORT MST(250) ELASH,EACH,2
793-07.61,FIBER 4 PORT MST(100) ELASH,EACH,2
802-01.20,TREES (DESCRIPTION),EACH,2
802-01.19,TREES (DESCRIPTION),EACH,2
802-01.18,TREES (DESCRIPTION),EACH,2
802-01.17,TREES (DESCRIPTION),EACH,2
793-03.08,1200 PAIR OR GREATER CABLE,L.F.,2
773-25.52,INSTALL PE2-3G OVHD GUY ASSEMBLY,EACH,2
773-25.51,INSTALL PE1-3G DOWN GUY ASSEMBLY,EACH,2
773-25.50,INSTALL HO1 FIBER CA. SPLICING,EACH,2
773-25.48,INSTALL HACO(72) FIBER SPLICE CASE,EACH,2
773-25.47,INSTALL HACO(24) FIBER SPLICE CASE,EACH,2
773-25.46,INSTALL HACO(12) FIBER SPLICE CASE,EACH,2
773-25.45,INSTALL FOSB(A)2 SNOW SHOE,EACH,2
773-25.44,INSTALL BM83 SERVICE GUARD,EACH,2
773-25.43,INSTALL BM80 1 INCH RISER GUARD,EACH,2
773-25.41,INSTALL AKF600-24(10M) COMM. CA.,L.F.,2
773-25.40,INSTALL AKF400-26(10M) COMM. CA.,L.F.,2
306-01.01,PORTLAND CEMENT CONCRETE BASE (PLAIN) 6,S.Y.,2
773-25.73,INSTALL YFD72-SMDE(10M) FIBER CA.,L.F.,2
773-25.72,INSTALL YFD24-SMDE LOOP FIBER CA.,L.F.,2
712-04.08,RAISED RUMBLE STRIP,L.F.,2
773-25.27,INSTALL 35-4 SYP WOOD POLE,EACH,2
773-25.26,INSTALL 35-2 SYP WOOD POLE,EACH,2
611-31.05,"CATCH BASINS, TYPE 31, > 16 - 20 DEPTH",EACH,2
611-17.05,"CATCH BASINS, TYPE 17, > 16 - 20 DEPTH",EACH,2
611-17.02,"CATCH BASINS, TYPE 17, > 4 - 8 DEPTH",EACH,2
802-01.37,TREES (DESCRIPTION),EACH,2
802-01.29,TREES (DESCRIPTION),EACH,2
802-01.26,TREES (DESCRIPTION),EACH,2
802-01.22,TREES (DESCRIPTION),EACH,2
802-01.21,TREES (DESCRIPTION),EACH,2
773-25.53,INSTALL PF1-5A ANCHOR ASSEMBLY,EACH,2
773-25.39,INSTALL AKF400-24(10M) COMM. CA.,L.F.,2
773-25.38,INSTALL AKF300-24(10M) COMM. CA.,L.F.,2
773-25.36,INSTALL AKF100-24(E) COMM. CA.,L.F.,2
773-25.35,INSTALL AKF100-24(10M) COMM. CA.,L.F.,2
773-25.34,INSTALL AKF50-24(10M) COMM. CA.,L.F.,2
773-25.33,INSTALL AKF25-24(10M) COMM. CA.,L.F.,2
773-25.32,INSTALL AKF25-24(.25M) COMM. CA.,L.F.,2
773-25.31,INSTALL 9 SLIC SPLICE CASE,EACH,2
773-25.30,INSTALL 7 SLIC SPLICE CASE,EACH,2
773-25.29,INSTALL 5 SLIC SPLICE CASE,EACH,2
773-25.28,INSTALL 3 SLIC SPLICE CASE,EACH,2
712-02.03,INTERCONNECTED PORTABLE BARRIER RAIL (HEIGHT),L.F.,2
611-45.04,"CATCH BASINS, TYPE 45, > 12 - 16 DEPTH",EACH,2
802-11.10,CARYA TOMENTOSA (MOCKERNUT HICKORY 2-5FT CNTNR GRWN),EACH,2
802-06.01,LANDSCAPE MULCH (SHREDDED HARDWOOD),C.Y.,2
802-05.00,WATER (PLANT ESTABLISHMENT),M.G.,2
802-04.75,GROUND COVER (DESCRIPTION),EACH,2
802-04.74,GROUND COVER (DESCRIPTION),EACH,2
303-20.00,PEA GRAVEL,TON,2
303-10.05,MINERAL AGGREGATE (SIZE   ),TON,2
791-08.29,5/8IN PE SERVICE PIPE,L.F.,2
773-25.57,INSTALL PG32-12(88) LOAD COIL,EACH,2
773-25.56,INSTALL PG31-100(88) LOAD COIL,EACH,2
773-25.55,INSTALL PF5-3A ROCK ANCHOR ASSMBLY,EACH,2
773-25.54,INSTALL PF3-5A SCREW IN ANCHOR ASSMBLY,EACH,2
790-33.06,"PLATE TYPE ANCHOR 10,000LB-12,000LB",EACH,2
999-99.91,CM/GC FEE(6% OF COST OF WORK),LS,2
790-30.30,SECONDARY CONDUCTOR 1/0 AL SGL COND,L.F.,2
501-03.02,CONCRETE SHOULDERS,S.Y.,2
501-01.21,PORTLAND CEMENT CONCRETE PAVEMENT (PLAIN) 4 ULTRATHIN,S.Y.,2
505-01.00,RUBBLIZATION OF CONCRETE PAVEMENT (___),S.Y.,2
790-31.41,SERVICE CONDUCTOR 500 CU QPLEX,L.F.,2
790-31.27,SERVICE CONDUCTOR 2 AL SGL COND,L.F.,2
790-32.28,DOUBLE OVERHEAD GUY LIGHT CONSTRUCTION - PREFORM,EACH,2
705-11.46,THRIE BEAM BRIDGE TRANSITION MASH TL-2 (POWDER COATED),EACH,2
705-11.22,W BEAM GR (TYPE 2) MASH TL-3 (LONG POST) (POWDER COATED),L.F.,2
790-31.14,SERVICE CONDUCTOR 3/0 AL TRIPLEX,L.F.,2
790-31.13,SERVICE CONDUCTOR 2/0 AL TRIPLEX,L.F.,2
920-17.04,(DESCRIPTION),EACH,2
920-16.04,(DESCRIPTION),EACH,2
945-01.01,"4,000 PSI STRUCTURAL CONCRETE",C.Y.,1
945-01.02,"6,000 PSI STRUCTURAL CONCRETE",C.Y.,1
955-01.01,STEEL STRUCTURES MATERIAL,LS,1
955-01.02,STEEL STRUCTURES,LS,1
955-01.03,MASONRY PLATE ANCHORS,EACH,1
955-02.02,WINGWALL HANDRAIL,L.F.,1
955-03.01,BRIDGE LATERAL SLIDE 1,LS,1
955-03.02,BRIDGE LATERAL SLIDE 2,LS,1
965-01.01,TEMPORARY BALLAST RETAINER TIMBERS,L.F.,1
965-01.02,CENTER DECK JOINT PLACEMENT,L.F.,1
970-06.17,COLUMN RETROFIT,EACH,1
985-01.01,REMOVAL AND DISPOSAL OF BALLAST,LS,1
705-08.53,PORTABLE IMPACT ATTENUATOR NCHRP350 TL-3,EACH,1
920-20.04,(DESCRIPTION),EACH,1
705-08.45,GUARDRAIL ENERGY ABSORBING TERMINAL,EACH,1
705-11.09,GUARDRAIL TERMINAL (TYPE IN LINE) (POWDER COATED),EACH,1
790-30.26,SECONDARY CONDUCTOR__ AL QUADRUPLEX,L.F.,1
791-09.15,2IN PE TIE-IN (2X2IN TO EXIST),EACH,1
791-09.16,4 IN PE TIE-IN (4X4IN OR 4X2IN NEW TO EXIST),EACH,1
791-09.18,2X2 IN PE BRANCH TIE-IN W/ 2 IN VALVE,EACH,1
791-09.19,4X2 IN PE BRANCH TIE-IN W/ 2 IN VALVE,EACH,1
791-09.20,6X2 IN PE BRANCH TIE-IN W/ 2 IN VALVE,EACH,1
791-12.35,16IN ANSI 300 WELD-IN INSULATOR,EACH,1
713-09.15,STEEL OVERHEAD SIGN STRUCTURE (SPAN____),EACH,1
713-09.16,STEEL OVERHEAD SIGN STRUCTURE (SPAN____),EACH,1
713-09.17,STEEL OVERHEAD SIGN STRUCTURE (SPAN____),EACH,1
