item_no,description,unit
797-05.41,6IN DIP SERVICE LATERAL,L.F.
797-05.50,30IN DIP AERIAL GRAVITY SEWER,L.F.
797-05.51,8IN PVC GRAVITY SEWER 0FT-6FT DEPTH,L.F.
797-05.52,8IN PVC GRAVITY SEWER 6FT-12FT DEPTH,L.F.
797-05.53,8IN PVC GRAVITY SEWER 12FT-18FT DEPTH,L.F.
797-05.54,8IN PVC GRAVITY SEWER >18FT DEPTH,L.F.
797-05.55,10IN PVC GRAVITY SEWER 0FT-6FT DEPTH,L.F.
797-05.56,10IN PVC GRAVITY SEWER 6FT-12FT DEPTH,L.F.
797-05.57,10IN PVC GRAVITY SEWER 12FT-18FT DEPTH,L.F.
797-05.58,10IN PVC GRAVITY SEWER >18FT DEPTH,L.F.
797-05.59,12IN PVC GRAVITY SEWER 0FT-6FT DEPTH,L.F.
797-05.60,12IN PVC GRAVITY SEWER 6FT-12FT DEPTH,L.F.
797-05.61,12IN PVC GRAVITY SEWER 12FT-18FT DEPTH,L.F.
797-05.62,12IN PVC GRAVITY SEWER >18FT DEPTH,L.F.
797-05.64,15IN PVC GRAVITY SEWER 6FT-12FT DEPTH,L.F.
797-05.65,15IN PVC GRAVITY SEWER 12FT-18FT DEPTH,L.F.
797-05.66,15IN PVC GRAVITY SEWER >18FT DEPTH,L.F.
797-05.67,18IN PVC GRAVITY SEWER 0FT-6FT DEPTH,L.F.
797-05.68,18IN PVC GRAVITY SEWER 6FT-12FT DEPTH,L.F.
797-05.69,18IN PVC GRAVITY SEWER 12FT-18FT DEPTH,L.F.
797-05.70,18IN PVC GRAVITY SEWER >18FT DEPTH,L.F.
797-05.71,24IN PVC GRAVITY SEWER 0FT-6FT DEPTH,L.F.
797-05.72,24IN PVC GRAVITY SEWER 6FT-12FT DEPTH,L.F.
797-05.73,24IN PVC GRAVITY SEWER 12FT-18FT DEPTH,L.F.
797-05.79,__IN PVC GRAVITY SEWER 0FT-6FT DEPTH,L.F.
797-05.80,__IN PVC GRAVITY SEWER 6FT-12FT DEPTH,L.F.
797-05.81,__IN PVC GRAVITY SEWER 12FT-18FT DEPTH,L.F.
797-05.99,FLOWABLE FILL (TRENCH PLUGS),C.Y.
797-06.01,HDD 2IN HDPE CARRIER PIPE-UNCON,L.F.
797-06.02,HDD 4IN HDPE CARRIER PIPE-UNCON,L.F.
797-06.03,HDD 6IN HDPE CARRIER PIPE-UNCON,L.F.
797-06.04,HDD 8IN HDPE CASING PIPE-UNCON,L.F.
797-06.06,HDD 12IN HDPE CASING PIPE-UNCON,L.F.
797-06.19,HDD 8IN HDPE CASING PIPE-ROCK,L.F.
797-06.21,HDD 12IN HDPE CASING PIPE-ROCK,L.F.
797-06.60,BORE/JACK 8IN STEEL CASING PIPE-UNCON.,L.F.
797-06.61,BORE/JACK 10IN STEEL CASING PIPE-UNCON.,L.F.
797-06.62,BORE/JACK 12IN STEEL CASING PIPE-UNCON.,L.F.
797-06.64,BORE/JACK 16IN STEEL CASING PIPE-UNCON.,L.F.
797-06.65,BORE/JACK 18IN STEEL CASING PIPE-UNCON.,L.F.
797-06.66,BORE/JACK 20IN STEEL CASING PIPE-UNCON.,L.F.
797-06.67,BORE/JACK 24IN STEEL CASING PIPE-UNCON.,L.F.
797-06.68,BORE/JACK 30IN STEEL CASING PIPE-UNCON.,L.F.
797-06.69,BORE/JACK 36IN STEEL CASING PIPE-UNCON.,L.F.
797-06.70,BORE/JACK 48IN STEEL CASING PIPE-UNCON.,L.F.
797-06.71,BORE/JACK __IN STEEL CASING PIPE-UNCON.,L.F.
797-06.72,BORE/JACK 6IN STEEL CASING PIPE-ROCK.,L.F.
797-06.73,BORE/JACK 8IN STEEL CASING PIPE-ROCK.,L.F.
797-06.74,BORE/JACK 10IN STEEL CASING PIPE-ROCK.,L.F.
797-06.75,BORE/JACK 12IN STEEL CASING PIPE-ROCK.,L.F.
797-06.77,BORE/JACK 16IN STEEL CASING PIPE-ROCK.,L.F.
797-06.78,BORE/JACK 18IN STEEL CASING PIPE-ROCK.,L.F.
797-06.79,BORE/JACK 20IN STEEL CASING PIPE-ROCK.,L.F.
797-06.80,BORE/JACK 24IN STEEL CASING PIPE-ROCK.,L.F.
797-06.81,BORE/JACK 30IN STEEL CASING PIPE-ROCK.,L.F.
797-06.82,BORE/JACK 36IN STEEL CASING PIPE-ROCK.,L.F.
797-06.83,BORE/JACK 48IN STEEL CASING PIPE-ROCK.,L.F.
797-06.84,BORE/JACK __IN STEEL CASING PIPE-ROCK,L.F.
797-06.85,BORE/JACK __IN STEEL CASING PIPE-ROCK,L.F.
797-06.87,OPEN CUT 8IN STEEL CASING PIPE,L.F.
797-06.88,OPEN CUT 10IN STEEL CASING PIPE,L.F.
797-06.89,OPEN CUT 12IN STEEL CASING PIPE,L.F.
797-06.90,OPEN CUT 16IN STEEL CASING PIPE,L.F.
797-06.91,OPEN CUT 18IN STEEL CASING PIPE,L.F.
797-06.92,OPEN CUT 20IN STEEL CASING PIPE,L.F.
797-06.93,OPEN CUT 24IN STEEL CASING PIPE,L.F.
797-06.94,OPEN CUT 30IN STEEL CASING PIPE,L.F.
797-06.95,OPEN CUT 36IN STEEL CASING PIPE,L.F.
797-06.96,OPEN CUT 48IN STEEL CASING PIPE,L.F.
797-06.97,OPEN CUT __IN STEEL CASING PIPE,L.F.
797-06.98,__ IN TUNNELING UNCLASSIFIED,LS
797-06.99,HDD 10IN HDPE CARRIER PIPE-ROCK,L.F.
797-07.01,48IN MANHOLE 0FT-4FT DEPTH,EACH
797-07.02,48IN MANHOLE 4FT-6FT DEPTH,EACH
797-07.03,48IN MANHOLE 6FT-8FT DEPTH,EACH
797-07.04,48IN MANHOLE 8FT-10FT DEPTH,EACH
797-07.05,48IN MANHOLE 10FT-12FT DEPTH,EACH
797-07.06,48IN MANHOLE 12FT-14FT DEPTH,EACH
797-07.07,48IN MANHOLE 14FT-16FT DEPTH,EACH
797-07.08,48IN MANHOLE 16FT-20FT DEPTH,EACH
797-07.09,48IN MANHOLE 20FT-24FT DEPTH,EACH
797-07.10,48IN MANHOLE 24FT-28FT DEPTH,EACH
797-07.11,48IN MANHOLE >28FT DEPTH,EACH
797-07.13,60IN MANHOLE 4FT-6FT DEPTH,EACH
797-07.14,60IN MANHOLE 6FT-8FT DEPTH,EACH
797-07.15,60IN MANHOLE 8FT-10FT DEPTH,EACH
797-07.16,60IN MANHOLE 10FT-12FT DEPTH,EACH
797-07.17,60IN MANHOLE 12FT-14FT DEPTH,EACH
797-07.18,60IN MANHOLE 14FT-16FT DEPTH,EACH
797-07.19,60IN MANHOLE 16FT-20FT DEPTH,EACH
797-07.20,60IN MANHOLE 20FT-24FT DEPTH,EACH
797-07.21,60IN MANHOLE 24FT-28FT DEPTH,EACH
797-07.22,60IN MANHOLE >28FT DEPTH,EACH
797-07.25,72IN MANHOLE 6FT-8FT DEPTH,EACH
797-07.26,72IN MANHOLE 8FT-10FT DEPTH,EACH
797-07.27,72IN MANHOLE 10FT-12FT DEPTH,EACH
797-07.28,72IN MANHOLE 12FT-14FT DEPTH,EACH
797-07.29,72IN MANHOLE 14FT-16FT DEPTH,EACH
797-07.30,72IN MANHOLE 16FT-20FT DEPTH,EACH
797-07.36,84IN MANHOLE 6FT-8FT DEPTH,EACH
797-07.41,84IN MANHOLE 16FT-20FT DEPTH,EACH
797-07.47,96IN MANHOLE 6FT-8FT DEPTH,EACH
797-07.56,MANHOLE DROP CONNECTION ASSEMBLY,EACH
797-07.60,ADJUST EXISTING MANHOLE,EACH
797-07.61,ADJUST EXISTING MANHOLE (DESCR),EACH
797-07.62,MANHOLE MODIFICATION,EACH
797-07.63,REPLACE MANHOLE CASTING,EACH
797-07.75,TRAFFIC RATED FRAMES AND COVERS,EACH
797-07.80,REMOVE SEWER MANHOLE,EACH
797-07.85,CAST-IN-PLACE PIERS,EACH
797-07.86,CAST-IN-PLACE MANHOLE,EACH
797-08.01,DI FITTINGS,LB.
797-08.02,PVC FITTINGS,LB.
797-08.03,HDPE FITTINGS,LB.
797-08.04,4IN PVC PIPE FOR SERVICE LATERAL,L.F.
797-08.05,6IN PVC PIPE FOR SERVICE LATERAL,L.F.
797-08.06,8IN PVC PIPE FOR SERVICE LATERAL,L.F.
797-08.07,4IN CLEAN OUT ASSEMBLY,EACH
797-08.08,6IN CLEAN OUT ASSEMBLY,EACH
797-08.09,8IN CLEAN OUT ASSEMBLY,EACH
797-08.10,2IN LOW PRESS SERVICE ASSEMBLY,EACH
797-08.12,2IN END OF LINE FLUSHING ASSEMBLY,EACH
797-08.20,CONNECT SERVICE LINES (ALL SIZES),EACH
797-08.34,8IN INSERTION VALVE,EACH
797-08.36,12IN INSERTION VALVE,EACH
797-08.60,2IN GATE VALVE ASSEMBLY,EACH
797-08.62,6IN GATE VALVE ASSEMBLY,EACH
797-08.67,16IN GATE VALVE ASSEMBLY,EACH
797-09.01,1IN BALL VALVE,EACH
797-09.02,1-1/4IN BALL VALVE,EACH
797-09.04,2IN PVC BALL VALVE,EACH
797-09.05,3IN PVC BALL VALVE,EACH
797-09.06,4IN PLUG VALVE ASSEMBLY,EACH
797-09.07,6IN PLUG VALVE ASSEMBLY,EACH
797-09.08,8IN PLUG VALVE ASSEMBLY,EACH
797-09.09,10IN PLUG VALVE ASSEMBLY,EACH
797-09.10,12IN PLUG VALVE ASSEMBLY,EACH
797-09.11,16IN PLUG VALVE ASSEMBLY,EACH
797-09.13,20IN PLUG VALVE ASSEMBLY,EACH
797-09.15,24IN PLUG VALVE ASSEMBLY,EACH
797-09.19,1IN COMBO AIR RELEASE VALVE ASSEMBLY,EACH
797-09.20,2IN COMBO AIR RELEASE VALVE ASSEMBLY,EACH
797-09.22,4IN COMBO AIR RELEASE VALVE ASSEMBLY,EACH
797-09.25,1IN AIR/VAC VALVE ASSEMBLY,EACH
797-09.26,2IN AIR/VAC VALVE ASSEMBLY,EACH
797-09.27,3IN AIR/VAC VALVE ASSEMBLY,EACH
797-09.28,4IN AIR/VAC VALVE ASSEMBLY,EACH
797-09.29,2IN PLUG VALVE ASSEMBLY,EACH
797-09.40,CUT AND CAP (ALL LINES),EACH
797-09.41,CUT AND CAP 2IN FORCE MAIN,EACH
797-09.42,CUT AND CAP 3IN FORCE MAIN,EACH
797-09.43,CUT AND CAP 4IN FORCE MAIN,EACH
797-09.44,CUT AND CAP 8IN GRAVITY,EACH
797-09.46,CUT AND CAP 6IN FORCE MAIN,EACH
797-09.47,CUT AND CAP 8IN FORCE MAIN,EACH
797-09.51,2IN PLUG VALVE W/CHECK VALVE ASSEMBLY,EACH
797-09.52,4IN PLUG VALVE W/CHECK VALVE ASSEMBLY,EACH
797-09.53,6IN PLUG VALVE W/CHECK VALVE ASSEMBLY,EACH
797-10.01,CONNECT 6IN SEWER TO EXIST. MANHOLE,EACH
797-10.02,CONNECT 8IN SEWER TO EXIST. MANHOLE,EACH
797-10.03,CONNECT 10-18IN SEWER TO EXIST. MANHOLE,EACH
797-10.04,CONNECT >18IN SEWER TO EXIST. MANHOLE,EACH
797-10.05,CONNECT 4IN LATERAL TO SEWER LINE,EACH
797-10.06,CONNECT 6IN LATERAL TO SEWER LINE,EACH
797-10.07,CONNECT 8IN LATERAL TO SEWER LINE,EACH
797-10.08,CONNECT EX. 6IN SEWER TO NEW MANHOLE,EACH
797-10.09,CONNECT EX. 8IN SEWER TO NEW MANHOLE,EACH
797-10.10,CONNECT EX.10-18IN SEWER TO NEW MANHOLE,EACH
797-10.11,CONNECT EX. >18IN SEWER TO NEW MANHOLE,EACH
797-10.12,CONNECT TO EXISTING PUMP STATION,EACH
797-10.13,CONNECT TO <2IN FORCE MAIN,EACH
797-10.14,CONNECT TO 2IN FORCE MAIN,EACH
797-10.15,CONNECT TO 3IN FORCE MAIN,EACH
797-10.16,CONNECT TO 4IN FORCE MAIN,EACH
797-10.17,CONNECT TO 6IN FORCE MAIN,EACH
797-10.18,CONNECT TO 8IN FORCE MAIN,EACH
797-10.19,CONNECT TO 10IN FORCE MAIN,EACH
797-10.20,CONNECT TO 12IN FORCE MAIN,EACH
797-10.21,CONNECT TO 16IN FORCE MAIN,EACH
797-10.22,CONNECT TO 20IN FORCE MAIN,EACH
797-10.23,CONNECT TO 24IN FORCE MAIN,EACH
797-10.24,REMOVE & REPLACE SEWER PUMP STATION,LS
797-10.26,CONNECT PUMP STATION TO FORCE MAIN,EACH
797-10.28,CONNECT EX. 4IN SEWER TO NEW MANHOLE,EACH
797-10.30,CONNECT 4IN SEWER TO EXIST. MANHOLE,EACH
797-10.31,RESIDENTIAL GRINDER PUMP STATION,EACH
797-10.32,PUMP STATION,LS
797-10.33,PUMP STATION #2,LS
797-10.34,REMOVE EXISTING PUMP STATION,LS
797-10.35,REMOVE EXISTING PUMP STATION #2,LS
797-10.36,PUMP STATION RETIRE IN PLACE,LS
797-10.39,CONNECT TO 36IN SEWER,LS
797-10.41,CONNECT 8IN PVC TO EXISTING SEWER LINE,EACH
797-10.43,CONNECT 8IN GRAVITY TO PUMP STATION,EACH
797-10.50,Locator Wire Pull Box-Concrete box w/cast iron frame & lid,EACH
797-10.51,LOCATOR WIRE (DESCRIPTION),L.F.
797-11.10,48IN MANHOLE REHABILITATION,V.F.
797-11.15,48IN MH ADJUSTMENT INCREASE HEIGHT,V.F.
797-11.16,60IN MH ADJUSTMENT INCREASE HEIGHT,V.F.
797-11.17,72IN MH ADJUSTMENT INCREASE HEIGHT,V.F.
797-11.20,48IN MH ADJUSTMENT DECREASE HEIGHT,V.F.
797-11.21,60IN MH ADJUSTMENT DECREASE HEIGHT,V.F.
797-11.22,72IN MH ADJUSTMENT DECREASE HEIGHT,V.F.
797-11.25,RETIREIN PLACE 48IN MANHOLE,EACH
797-11.26,RETIREIN PLACE 60IN MANHOLE,EACH
797-11.28,RETIREIN PLACE 84IN MANHOLE,EACH
797-11.30,RETIREIN PLACE EXISTING SEWER <8IN,L.F.
797-11.31,RETIREIN PLACE EXISTING SEWER 8IN-14IN,L.F.
797-11.32,RETIREIN PLACE EXISTING SEWER 15IN-24IN,L.F.
797-11.33,RETIREIN PLACE EXISTING SEWER >24IN,L.F.
797-11.34,REMOVE EXISTING SEWER <8IN,L.F.
797-11.35,REMOVE EXISTING SEWER 8IN-14IN,L.F.
797-11.36,REMOVE EXISTING SEWER 15IN-24IN,L.F.
797-11.38,BY-PASS PUMPING,LS
797-11.39,TV INSPECTION,L.F.
797-11.40,RESTORE ASPHALT,S.Y.
797-11.41,RESTORE CONCRETE,S.Y.
797-11.42,RESTORE GRAVEL,S.Y.
797-11.43,BRIDGE HANGER SYSTEM,LS
797-11.44,STREAM CROSSING (#),LS
797-11.45,PIPE CHECK DAM,C.Y.
797-11.46,CONCRETE CAP,C.Y.
797-11.47,STREAM CROSSING (#),LS
797-11.48,STREAM CROSSING (#),LS
797-11.50,FRAME AND COVER (WATERTIGHT),EACH
797-11.51,REMOVE SEPTIC SYSTEM,EACH
797-11.61,REMOVAL OF ASPHALT,S.Y.
797-11.64,RESTORE CONCRETE CUREB & GUTTER,L.F.
797-11.65,REMOVAL OF CONCRETE CURB & GUTTER,L.F.
797-11.70,REMOVAL OF PIPE (RETIRED SEWER LINES),L.F.
797-11.71,REMOVAL OF FENCE (WOOD FENCE/GATE BY UNION STATION),L.F.
797-11.72,FENCE (WOOD FENCE/GATE BY UNION STATION),L.F.
797-11.73,TEMPORARY SHORING,LS
797-11.92,TEMPORARY SEWER OPERATION PUMPING,LS
797-12.12,6IN HDPE CASING OPEN CUT,L.F.
797-13.01,12IN DIP SLIP JOINT RECLAIMED WATER LINE,L.F.
797-13.02,12IN BUTTERFLY VALVE ASSEMBLY,EACH
797-13.03,FIRE HYDRANT ASSEMBLY,EACH
797-13.04,16IN BUTTERFLY VALVE ASSEMBLY,EACH
797-13.05,CREEK CROSSING (#__),LS
797-13.06,CREEK CROSSING (#__),LS
797-13.50,CONNECT TO 12IN RECLAIMED WATER LINE,EACH
797-14.01,EFFLUENT SAMPLING STATION,EACH
797-14.02,3/4 IN. COPPER TUBING,L.F.
797-14.51,18IN RCP GRAVITY SEWER 6FT-12FT DEPTH,L.F.
797-14.60,36IN RCP GRAVITY SEWER 6FT-12FT DEPTH,L.F.
797-15.01,HDD 3IN HDPE CARRIER PIPE-UNCON,L.F.
797-16.11,16IN PVC GRAVITY SEWER 6FT-12FT DEPTH,L.F.
797-16.12,16IN PVC GRAVITY SEWER 12FT-18FT DEPTH,L.F.
797-30.23,OPEN CUT 8IN PVC CASING PIPE,L.F.
797-30.24,OPEN CUT 12IN PVC CASING PIPE,L.F.
797-30.25,OPEN CUT 16IN PVC CASING PIPE,L.F.
797-40.01,CONCRETE ENCASEMENT,L.F.
797-40.02,PIPE GROUTING,LS
797-40.03,MULTIPAIR SHIELDED INSTRUMENTATION CABLE,L.F.
798-01.06,2IN INNERDUCT,L.F.
798-02.03,4IN DIAMETER CONDUIT (PVC),L.F.
798-02.05,CONDUIT - PVC (DESCRIPTION),L.F.
798-03.02,1 DUCT FORMATION @ 36IN DEPTH,L.F.
798-03.03,1 DUCT FORMATION @ 48IN DEPTH,L.F.
798-03.07,2 DUCT FORMATION @ 36IN DEPTH,L.F.
798-03.17,4 DUCT FORMATION @ 36IN DEPTH,L.F.
798-04.21,BRIDGE HANGER SYSTEM AND PIPE,LS
798-05.02,FIBER OPTIC CABLE ENCLOSURE,EACH
798-05.03,FIBER OPTIC CABLE SPLICE,EACH
798-05.04,1/4IN EHS STEEL STRAND,L.F.
798-05.06,3/8IN EHS STEEL STRAND,L.F.
798-05.07,3/8IN HIGH STRENGTH STRAND,L.F.
798-05.08,TRUNK/FEEDER CABLE .565,L.F.
798-05.09,TRUNK/FEEDER CABLE .625,L.F.
798-05.13,TRUNK/FEEDER CABLE .750,L.F.
798-05.16,TRUNK/FEEDER CABLE .875,L.F.
798-05.20,DROP CABLE 18AWG,L.F.
798-05.26,COMMUNICATION ASSEMBLY (TAP),EACH
798-05.27,COMMUNICATION ASSEMBLY (BOND),EACH
798-05.29,COMMUNICATION ASSEMBLY (CSC),EACH
798-05.32,COMMUNICATION ASSEMBLY (DDE),EACH
798-05.33,COMMUNICATION ASSEMBLY (DE),EACH
798-05.34,COMMUNICATION ASSEMBLY (E1-2),EACH
798-05.35,COMMUNICATION ASSEMBLY (E2-2),EACH
798-05.37,COMMUNICATION ASSEMBLY (F2&F3),EACH
798-05.38,COMMUNICATION ASSEMBLY (FP2),EACH
798-05.40,COMMUNICATION ASSEMBLY (FOSS),EACH
798-05.42,COMMUNICATION ASSEMBLY (LX),EACH
798-05.46,COMMUNICATION ASSEMBLY (RISER),EACH
798-05.49,COMMUNICATION ASSEMBLY (LXSPLIT),EACH
798-05.50,COMMUNICATION ASSEMBLY (LXTAP),EACH
798-05.52,COMMUNICATION ASSEMBLY (LOOP),EACH
798-05.53,COMMUNICATION ASSEMBLY (SPLICE),EACH
798-05.54,COMMUNICATION ASSEMBLY (SVC),EACH
798-05.57,TRUNK/FEEDER CABLE .500,L.F.
798-05.59,5/16 HS STEEL STRAND,L.F.
798-05.60,5/16 EHS STEEL STRAND,L.F.
798-06.01,FIBER NODE  870MHz,EACH
798-06.02,FIBER OPTIC CABLE (4F),L.F.
798-06.04,FIBER OPTIC CABLE (12F),L.F.
798-06.08,FIBER OPTIC CABLE (72F),L.F.
798-06.11,FIBER OPTIC CABLE (96F),L.F.
798-06.13,FIBER OPTIC CABLE (DESCRIPTION),L.F.
798-06.20,FIBER OPTIC CABLE (144F),L.F.
798-06.31,2-8 FIBER OPTIC CABLE (INSTALL ONLY),L.F.
798-06.32,12-96 FIBER OPTIC CABLE (INSTALL ONLY),L.F.
798-06.33,108-144 FIBER OPTIC CABLE (INSTALL ONLY),L.F.
798-06.34,196-216 FIBER OPTIC CABLE (INSTALL ONLY),L.F.
798-06.35,288-432 FIBER OPTIC CABLE (INSTALL ONLY),L.F.
798-06.36,FIBER OPTIC SERVICE DROP CABLE,L.F.
798-06.40,FIBER OPTIC RECEIVER,EACH
798-06.48,FIBER STORAGE LOOP,EACH
798-06.56,FIBER OPTIC CABLE ENCLOSURE (INSTALLATION ONLY),EACH
798-06.57,FIBER OPTIC STORAGE LOOP(INSTALLATION ONLY),EACH
798-06.90,18/15 DEG FIBERGLASS STANDOFF BRACKET,EACH
798-07.02,PEDESTAL CABINET,EACH
798-07.03,PULL BOX,EACH
798-08.01,RISER,EACH
798-08.02,TRANSFER CABLE / FIBER,EACH
798-08.04,TRANSFER COMMUNICATION ASSY (SVC),EACH
798-08.05,TRANSFER FEEDER CABLE,EACH
798-08.06,TRANSFER FIBEROPTIC CABLE,EACH
798-08.07,TRANSFER SVC DROP,EACH
798-08.08,TRANSFER TRUNK CABLE,EACH
798-09.01,REMOVE STEEL STRAND,L.F.
798-09.02,REMOVE AERIAL CABLE/TERMINALS,L.F.
798-09.03,"REMOVE POLES, GUYS, ANCHORS",EACH
798-09.06,REMOVE RISER,EACH
798-09.07,REMOVE FIBER OPTIC CABLE,L.F.
798-09.08,REMOVE STRAND POLE FRAMING,EACH
798-10.10,POWER SUPPLY,EACH
798-10.15,AMPLIFIER ASSEMBLY,EACH
798-10.16,SERVICE TAP ASSEMBLY,EACH
798-11.20,HANDHOLE 30INX48IN,EACH
798-11.31,POWER INSTALLED ANCHOR,EACH
798-11.41,DOWNGUY - WRAP TYPE,EACH
798-11.42,OVERHEAD GUY - WRAP TYPE,EACH
798-12.01,RISER POLE ASSEMBLY,EACH
798-12.24,SPLITTER,EACH
798-12.30,COPPER CABLE SPLICE,EACH
798-13.01,STRAND BOND ASSEMBLY,EACH
798-13.02,BRANCH STRAND TERMINATION,EACH
798-13.03,STRAND TANGENT ASSEMBLY,EACH
798-13.04,STRAND ANGLE ASSEMBLY,EACH
798-13.05,DIRECTIONAL COUPLER,EACH
798-13.07,STRAND DOUBLE DEADEND ASSEMBLY,EACH
798-13.08,STRAND DEADEND ASSEMBLY,EACH
801-01.00,SEEDING (WITH MULCH),UNIT
801-01.02,CROWN VETCH MIXTURE (WITH MULCH),UNIT
801-01.04,SEEDING (WILDFLOWER MIXTURE),UNIT
801-01.06,SEEDING (SPECIAL MIXTURE),UNIT
801-01.07,TEMPORARY SEEDING (WITH MULCH),UNIT
801-01.08,SEEDING (SPECIAL MIXTURE) WITH MULCH,UNIT
801-01.10,SEEDING (WITH BONDED FIBER MATRIX),UNIT
801-01.13,BONDED FIBER MATRIX HYDROMULCH (WITHOUT SEED),UNIT
801-01.16,BONDED FIBER MATRIX HYDROMULCH (W/PERMANENT SEED),UNIT
801-01.17,BONDED FIBER MATRIX HYDROMULCH (W/TEMPORARY SEED),UNIT
801-01.30,COVER CROP SEED MIX (RIPZN/FLPL) W/MULCH,UNIT
801-01.31,SEEDING (MIX E HYDROMULCH APPLICATION),S.Y.
801-01.34,GRASS SEED MIX (RIPZN/FLPL),UNIT
801-01.35,GRASS SEED MIX (RIPZN/FLPL) W/MULCH,UNIT
801-01.36,SPECIAL WETLAND SEED MIXTURE,UNIT
801-01.37,NATVE SEED MX ENCAPSULATION & CLEAR ZONE,UNIT
801-01.38,NATVE SEED MX FINAL STABLIZATN OF SLOPES,UNIT
801-01.40,HYDRAULIC EROSION CONTROL PRODUCT (HECP) TYPE 1,UNIT
801-01.41,HYDRAULIC EROSION CONTROL PRODUCT (HECP) TYPE 2,UNIT
801-01.42,HYDRAULIC EROSION CONTROL PRODUCT (HECP) TYPE 3,UNIT
801-01.43,HYDRAULIC EROSION CONTROL PRODUCT (HECP) TYPE 4,UNIT
801-01.44,HYDRAULIC EROSION CONTROL PRODUCT (HECP) TYPE 5,UNIT
801-01.50,DESIGN-BUILD VEGETATION,LS
801-01.65,TEMPORARY MULCH,UNIT
801-02.00,SEEDING (WITHOUT MULCH),UNIT
801-02.01,CROWN VETCH MIXTURE (WITHOUT MULCH),UNIT
801-02.08,TEMPORARY SEEDING (WITHOUT MULCH),UNIT
801-02.15,FERTILIZER,TON
801-03.00,WATER (SEEDING & SODDING),M.G.
801-06.01,COMPOSTED MULCH (TYPE A),UNIT
801-06.10,SHREDDED HARDWOOD MULCH(LANDSCAPING),C.Y.
801-06.11,STRAW WATTLES(SIZE),L.F.
801-07.00,SEED (SUPPLEMENTAL APPLICATION),LB.
801-07.01,CROWN VETCH SEED (SUPPLEMENTAL APPLICATION),LB.
801-08.00,FERTILIZER (SUPPLEMENTAL APPLICATION),TON
801-09.00,AGRICULTURAL LIME,TON
802-01.01,TREES (QUERCUS PALUSTRIS) (1.5 - 2 CAL. B&B),EACH
802-01.02,TREES (LIRIODENDRON TULIPI) (1.5 - 2 CAL. B&B),EACH
802-01.07,TREES(LIQUIDAMBER STYRACIFLUA) (1.5 - 2 CAL. B&B),EACH
802-01.08,TREES(PLATANUS OCCIDENTALIS) (1.5 - 2CAL. B&B),EACH
802-01.10,TREES (DESCRIPTION),EACH
802-01.11,TREES (DESCRIPTION),EACH
802-01.12,TREES (DESCRIPTION),EACH
802-01.13,TREES (DESCRIPTION),EACH
802-01.14,TREES (DESCRIPTION),EACH
802-01.15,TREES (DESCRIPTION),EACH
802-01.16,TREES (DESCRIPTION),EACH
802-01.17,TREES (DESCRIPTION),EACH
802-01.18,TREES (DESCRIPTION),EACH
802-01.19,TREES (DESCRIPTION),EACH
802-01.20,TREES (DESCRIPTION),EACH
802-01.21,TREES (DESCRIPTION),EACH
802-01.22,TREES (DESCRIPTION),EACH
802-01.26,TREES (DESCRIPTION),EACH
802-01.29,TREES (DESCRIPTION),EACH
802-01.37,TREES (DESCRIPTION),EACH
802-02.01,SEEDLINGS (DESCRIPTION),EACH
802-02.02,SEEDLINGS (DESCRIPTION),EACH
802-02.03,SEEDLINGS (DESCRIPTION),EACH
802-02.30,CUTTINGS: SALIX NIGRA (18IN-24IN LENGTH),EACH
802-02.31,CUTTINGS: SALIX SERICEA (18IN-24IN),EACH
802-02.32,CUTTINGS: CORNUS AMOMUM (18IN-24IN),EACH
802-02.33,CUTTINGS: SAMBUCUS CANADENSIS (18IN-24IN),EACH
802-02.34,CUTTINGS: SALIX INTERIOR (18IN-24IN),EACH
802-02.35,CUTTINGS: CEPHALANTHUS OCCIDENTALIS (18IN-24IN),EACH
802-02.36,CUTTINGS: CORNUS SERICEA (18IN-24IN),EACH
802-02.37,CUTTINGS: ALNUS SERRULATA (18IN-24IN),EACH
802-02.38,CUTTINGS: PLATANUS OCCIDENTALIS (18IN-24IN),EACH
802-02.39,CUTTINGS: POPULUS DELTOIDES (18IN-24IN),EACH
802-02.40,CUTTINGS: SALIX NIGRA (24-48IN LENGTH),EACH
802-02.41,CUTTINGS: SALIX SERICEA (24-48IN),EACH
802-02.42,CUTTINGS: CORNUS AMOMUM (24-48IN),EACH
802-02.43,CUTTINGS: SAMBUCUS CANADENSIS (24-48IN),EACH
802-02.45,CUTTINGS: CEPHALANTHUS OCCIDENTALIS (24-48IN),EACH
802-02.47,CUTTINGS: ALNUS SERRULATA (24-48IN),EACH
802-03.01,SHRUBS (DESCRIPTION),EACH
802-03.02,SHRUBS (DESCRIPTION),EACH
802-03.03,SHRUBS (DESCRIPTION),EACH
802-03.04,SHRUBS (DESCRIPTION),EACH
802-03.05,SHRUBS (DESCRIPTION),EACH
802-04.01,GROUND COVER (DESCRIPTION),S.Y.
802-04.02,GROUND COVER (DESCRIPTION),S.Y.
802-04.70,GROUND COVER (DESCRIPTION),EACH
802-04.71,GROUND COVER (DESCRIPTION),EACH
802-04.72,GROUND COVER (DESCRIPTION),EACH
802-04.73,GROUND COVER (DESCRIPTION),EACH
802-04.74,GROUND COVER (DESCRIPTION),EACH
802-04.75,GROUND COVER (DESCRIPTION),EACH
802-05.00,WATER (PLANT ESTABLISHMENT),M.G.
