contract_number,work_type,project_description,county,Proposal ID,Category Description,Primary County,Letting Date,tdot_work_type,match
CNY127,Resurfacing,"106(49),59S106-F8-003 THE RESURFACING ON U.S. 431 (S.R. 106) FROM U.S. 31A (S.R. 11) (L.M. 0.00) TO NEAR S.R. 272 (L.M. 1.32) AND FROM S.R. 50 (L.M. 2.26) TO U.S. 31A (S.R. 11) (L.M. 3.46), INCLUDING BRIDGE EXPANSION JOINT REPAIRS.",MARSHALL,CNY127,"BRIDGE, ROADWAY",MARSHALL,20240510,Roadway+Bridge,False
CNY125,Resurfacing,"002,54S309-F8-003 THE RESURFACING ON S.R. 163 FROM I-75 (L.M. 0.00) TO NEAR U.S. 11 (S.R. 2) (L.M. 2.43) AND ON S.R. 309 FROM U.S. 11 (S.R. 2) (L.M. 0.00) TO NEAR I-75 (L.M. 2.25).",MCMINN,CNY125,ROADWAY,MCMINN,20240510,Roadway,True
CNY119,Resurfacing,"002,78S454-F8-002 THE RESURFACING ON S.R. 416 FROM S.R. 454 (L.M. 9.29) TO U.S 411 (S.R. 35) (L.M. 14.59) AND ON S.R. 454 FROM U.S. 321 (S.R. 73) (L.M. 0.00) TO NEAR GLADES ROAD (L.M. 1.83).",SEVIER,CNY119,ROADWAY,SEVIER,20240510,Roadway,True
CNY135,Resurfacing,THE RESURFACING ON S.R. 232 FROM THE BRIDGE OVER LEATHERWOOD CREEK (L.M. 3.74) TO U.S. 79 (S.R. 76) (L.M. 11.25).,STEWART,CNY135,ROADWAY,STEWART,20240510,Roadway,True
CNY010,Resurfacing,THE RESURFACING ON S.R. 101 FROM SOUTH OF S.R. 282 (DUNBAR LANE) (L.M. 12.36) TO U.S. 70 (S.R. 1) (L.M. 15.92).,CUMBERLAND,CNY010,ROADWAY,CUMBERLAND,20240209,Roadway,True
CNY113,Resurfacing,THE RESURFACING ON S.R. 394 FROM U.S. 11W (S.R. 1) (L.M. 0.00) TO NEAR I-81 (L.M. 2.54).,SULLIVAN,CNY113,ROADWAY,SULLIVAN,20240510,Roadway,True
CNY138,Resurfacing,THE RESURFACING ON U.S. 11E (S.R. 34) FROM S.R. 381 (L.M. 15.90) TO NEAR PRINCETON ROAD (L.M. 19.04).,WASHINGTON,CNY138,ROADWAY,WASHINGTON,20240510,Roadway,True
CNY136,Resurfacing,THE RESURFACING ON S.R. 227 FROM S.R. 13 (L.M. 9.09) TO THE LAWRENCE COUNTY LINE (L.M. 13.19).,WAYNE,CNY136,ROADWAY,WAYNE,20240510,Roadway,True
CNY293,Resurfacing,THE RESURFACING ON I-75 FROM NEAR RARITY MOUNTAIN ROAD (L.M. 24.52) TO THE KENTUCKY STATE LINE (L.M. 31.64).,CAMPBELL,CNY293,"ROADWAY, ROADWAY ALTERNATE AA1",CAMPBELL,20241206,Roadway,True
CNY300,Resurfacing,"THE RESURFACING WITH HOT IN-PLACE RECYCLING ON U.S. 70 (S.R. 1) FROM NEAR THE RUTHERFORD FORK OBION RIVER (L.M. 11.00) TO S.R. 22 (L.M. 19.68), INCLUDING BRIDGE EXPANSION JOINT REPAIRS AND THIN EPOXY OVERLAY.",CARROLL,CNY300,"BRIDGE, ROADWAY",CARROLL,20241206,Roadway+Bridge,False
CNY273,Resurfacing,"THE RESURFACING ON I-24 FROM THE ROBERTSON COUNTY LINE (L.M. 0.00, CHEATHAM COUNTY SEQ. 1), CROSSING THROUGH ROBERTSON COUNTY TO THE DAVIDSON COUNTY LINE (L.M. 3.63, CHEATHAM COUNTY SEQ. 2).",CHEATHAM AND ROBERTSON,CNY273,ROADWAY,CHEATHAM,20241206,Roadway,True
CNY267,Resurfacing,THE RESURFACING ON S.R. 55 FROM U.S. 41 (S.R. 2) (L.M. 13.79) TO NORTH OF INTERSTATE DRIVE (L.M. 15.32).,COFFEE,CNY267,ROADWAY,COFFEE,20241206,Roadway,True
CNY121,Resurfacing,THE RESURFACING WITH COLD IN-PLACE RECYCLING (CIR) ON U.S. 70S (S.R. 1) FROM EAST OF S.R. 288 (L.M. 18.50) TO WEST OF S.R. 136 (L.M. 23.13).,WARREN,CNY121,ROADWAY,WARREN,20240510,Roadway,True
CNY247,Resurfacing,THE RESURFACING ON I-40 FROM NEAR S.R. 104 (L.M. 6.00) TO WEST OF S.R. 22 (L.M. 12.71).,HENDERSON,CNY247,"ROADWAY, ROADWAY ALTERNATE AA2",HENDERSON,20241004,Roadway,True
CNY022,Resurfacing,THE RESURFACING ON U.S. 31 (S.R. 6) FROM THE WILLIAMSON COUNTY LINE (L.M. 0.00) TO NORWOOD DRIVE (L.M. 4.53).,DAVIDSON,CNY022,ROADWAY,DAVIDSON,20240209,Roadway,True
CNY057,Resurfacing,THE RESURFACING ON S.R. 58 FROM S.R. 153 (L.M. 4.57) TO NEAR ELLER ROAD (L.M. 6.45).,HAMILTON,CNY057,ROADWAY,HAMILTON,20240209,Roadway,True
CNY260,Resurfacing,THE RESURFACING ON I-40 FROM THE HICKMAN COUNTY LINE (L.M. 0.00) TO NEAR EAST PINEY ROAD (L.M. 5.33).,DICKSON,CNY260,"ROADWAY, ROADWAY ALTERNATE AA1",DICKSON,20241004,Roadway,True
CNY241,Resurfacing,"THE RESURFACING ON I-40 FROM NEAR THE OBED RIVER (L.M. 13.53) TO NEAR S.R. 101 (L.M. 18.04), INCLUDING BRIDGE EXPANSION JOINT REPAIR AND THIN EPOXY OVERLAY.",CUMBERLAND,CNY241,"BRIDGE, ROADWAY",CUMBERLAND,20241004,Roadway+Bridge,False
CNY262,Resurfacing,"THE RESURFACING ON I-24 FROM EAST OF U.S. 41 (S.R. 2) (L.M. 8.86) TO NEAR S.R. 55 (L.M. 14.77), INCLUDING BRIDGE EXPANSION JOINT REPAIRS AND THIN EPOXY OVERLAY.",COFFEE,CNY262,"BRIDGE, ROADWAY, ROADWAY ALTERNATE AA1, ROADWAY ALTERNATE AA2",COFFEE,20241004,Roadway+Bridge,False
CNY261,Resurfacing,THE RESURFACING ON I-75 FROM NORTH OF HOOPER GAP ROAD NW (L.M. 15.35) IN BRADLEY COUNTY TO SOUTH OF COUNTY ROAD 28 (L.M. 2.06) IN MCMINN COUNTY.,BRADLEY AND MCMINN,CNY261,"ROADWAY, ROADWAY ALTERNATE AA1, ROADWAY ALTERNATE AA2",BRADLEY,20241004,Roadway,True
CNY237,Resurfacing,THE RESURFACING ON S.R. 337 FROM NEAR U.S. 321 (S.R. 73) TO NEAR THE GREAT SMOKY MOUNTAINS NATIONAL PARK AND ON U.S. 321 (S.R. 73) FROM NEAR KINZEL SPRINGS BAPTIST CHURCH TO WEARS VALLEY ROAD.,BLOUNT,CNY237,ROADWAY,BLOUNT,20241004,Roadway,True
CNY160,Resurfacing,THE RESURFACING ON U.S. 31E (S.R. 6) FROM NEAR GREENSBORO DRIVE (L.M. 11.00) TO SOUTH OF JOANN STREET (L.M. 14.91).,SUMNER,CNY160,ROADWAY,SUMNER,20240621,Roadway,True
CNY009,Resurfacing,"THE RESURFACING ON U.S. 27 (S.R. 29) FROM S.R. 61 (L.M. 6.80) TO NEAR WHITTIER AVENUE (L.M. 8.70), AND FROM L.M. 5.32 TO L.M. 5.45.",ROANE,CNY009,ROADWAY,ROANE,20240621,Roadway,True
CNY149,Resurfacing,THE RESURFACING ON S.R. 111 FROM PENDERGRASS ROAD (L.M. 5.39) TO NEAR BEASON ROAD (L.M. 8.54).,PICKETT,CNY149,ROADWAY,PICKETT,20240621,Roadway,True
CNY163,Resurfacing,THE RESURFACING ON S.R. 12 FROM HERMITAGE DRIVE (L.M. 19.75) TO THE KENTUCKY STATE LINE (L.M. 23.78).,MONTGOMERY,CNY163,ROADWAY,MONTGOMERY,20240621,Roadway,True
CNY152,Resurfacing,THE RESURFACING ON U.S. 412 (S.R. 20) FROM U.S. 70 (S.R. 1) (L.M. 13.85) TO LIBERTY-CLAYBROOK ROAD (L.M. 20.10).,MADISON,CNY152,ROADWAY,MADISON,20240621,Roadway,True
CNY158,Resurfacing,THE RESURFACING ON KEG SPRINGS ROAD (FALLS BRANCH ROAD) FROM NEAR THE HICKMAN COUNTY LINE (L.M. 0.20) TO CATHEY'S CREEK ROAD (L.M. 1.82).,LEWIS,CNY158,ROADWAY,LEWIS,20240621,Roadway,True
CNY166,Resurfacing,THE RESURFACING (SCRUB SEAL) ON S.R. 371 FROM S.R. 87 (L.M. 0.00) TO S.R. 87 (L.M. 4.85).,LAUDERDALE,CNY166,ROADWAY,LAUDERDALE,20240621,Roadway,True
CNY168,Resurfacing,THE RESURFACING ON S.R. 265 (CENTRAL PIKE) FROM S.R. 45 (OLD HICKORY BOULEVARD) (L.M. 0.00) TO THE WILSON COUNTY LINE (L.M. 1.85).,DAVIDSON,CNY168,ROADWAY,DAVIDSON,20240621,Roadway,True
CNY156,Resurfacing,THE RESURFACING ON S.R. 251 (RIVER ROAD/OLD HICKORY BOULEVARD) FROM NEAR LAKEVIEW DRIVE (L.M. 4.00) TO CHARLOTTE PIKE (L.M. 8.61).,DAVIDSON,CNY156,ROADWAY,DAVIDSON,20240621,Roadway,True
CNY017,Resurfacing,"THE RESURFACING ON U.S. 31A (U.S. 41A, S.R. 11) FROM S.R. 96 (L.M. 7.41) TO THE DAVIDSON COUNTY LINE (L.M. 17.14).",WILLIAMSON,CNY017,ROADWAY,WILLIAMSON,20240209,Roadway,True
CNY016,Resurfacing,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON S.R. 445 FROM THE GIBSON COUNTY LINE (L.M. 0.00) TO NEAR LOSSON PUCKETT ROAD (L.M. 4.99).,WEAKLEY,CNY016,ROADWAY,WEAKLEY,20240209,Roadway,True
CNY012,Resurfacing,"003,82S036-F8-003 THE RESURFACING ON S.R. 36 FROM NEAR SUMMERVILLE ROAD (L.M. 4.78) TO EASTMAN ROAD (L.M. 7.71), AND ON S.R. 357 FROM NEAR S.R. 75 (L.M. 0.02) TO NEAR I-81 (L.M. 2.41).",SULLIVAN,CNY012,ROADWAY,SULLIVAN,20240209,Roadway,True
CNY030,Resurfacing,THE RESURFACING ON VARIOUS ROUTES IN PICKWICK LANDING STATE PARK.,HARDIN,CNY030,ROADWAY,HARDIN,20240209,Roadway,True
CNY025,Resurfacing,"002,92S022-F8-002,92S022-M3-003 THE RESURFACING WITH HOT IN-PLACE RECYCLING ON S.R. 22 FROM THE CARROLL COUNTY LINE (L.M. 0.00) IN HENRY COUNTY TO S.R. 217 (L.M. 10.30) IN WEAKLEY COUNTY.",HENRY AND WEAKLEY,CNY025,"BRIDGE, ROADWAY",WEAKLEY,20240209,Roadway+Bridge,False
CNY027,Resurfacing,"THE RESURFACING ON S.R. 100 FROM THE PERRY COUNTY LINE TO WEST OF DEPRIEST BRANCH ROAD, AND ON S.R. 13 FROM THE WAYNE COUNTY LINE TO OLD HIGHWAY 13 SOUTH, INCLUDING BRIDGE EXPANSION JOINT REPAIR AND THIN EPOXY OVERLAY.",HICKMAN AND PERRY,CNY027,"BRIDGE, ROADWAY",PERRY,20240209,Roadway+Bridge,False
CNY021,Resurfacing,THE RESURFACING ON S.R. 147 FROM THE BRIDGE OVER CANE CREEK (L.M. 6.16) TO S.R. 49 (L.M. 12.42).,HOUSTON,CNY021,ROADWAY,HOUSTON,20240209,Roadway,True
CNY023,Resurfacing,THE RESURFACING ON U.S. 412 (S.R. 20) FROM NEAR WEST LINDEN DRIVE (L.M. 5.66) TO SOUTH PARK STREET (L.M. 6.13) AND ON U.S. 412 (S.R. 99) FROM SOUTH PARK STREET (L.M. 14.35) TO KILPATRICK DRIVE (L.M. 18.17).,LEWIS,CNY023,ROADWAY,LEWIS,20240209,Roadway,True
CNY026,Resurfacing,"THE RESURFACING ON U.S. 64 (S.R. 15) FROM U.S. 231 (S.R. 10) (L.M. 17.28) TO SMITHLAND ROAD (L.M. 23.60), INCLUDING BRIDGE EXPANSION JOINT REPAIR AND THIN EPOXY OVERLAY.",LINCOLN,CNY026,"BRIDGE, ROADWAY",LINCOLN,20240209,Roadway+Bridge,False
CNY040,Resurfacing,"003,23S181-F8-003 THE RESURFACING ON S.R. 104 FROM CHIC ROAD (L.M. 0.00) TO S.R. 181 (L.M. 2.53), AND ON S.R. 181 FROM THE LAUDERDALE COUNTY LINE (L.M. 0.00) TO S.R. 104 (L.M. 11.48).",DYER,CNY040,ROADWAY,DYER,20240209,Roadway,True
CNY029,Resurfacing,"THE RESURFACING ON S.R. 52 IN MACON COUNTY FROM NEAR OLD HIGHWAY 52 ACCESS ROAD TO OLD HIGHWAY 52, AND ON S.R. 174 IN SUMNER COUNTY FROM ALBERT GALLATIN AVENUE TO SOUTH TUNNEL ROAD.",MACON AND SUMNER,CNY029,ROADWAY,MACON,20240209,Roadway,True
CNY018,Resurfacing,THE RESURFACING ON S.R. 12 FROM THE CHEATHAM COUNTY LINE (L.M. 0.00) TO WEST OF ROBIN HILL DRIVE (L.M. 5.90).,MONTGOMERY,CNY018,ROADWAY,MONTGOMERY,20240209,Roadway,True
CNY019,Resurfacing,THE RESURFACING ON S.R. 25 FROM S.R. 161 (L.M. 0.00) TO S.R. 49 (L.M. 6.96).,ROBERTSON,CNY019,ROADWAY,ROBERTSON,20240209,Roadway,True
CNY024,Resurfacing,"THE RESURFACING ON I-24 FROM NEAR THE STONES RIVER (L.M. 15.52) TO EAST OF THE CSXT RAILROAD (L.M. 19.07), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",RUTHERFORD,CNY024,"BRIDGE, ROADWAY, ROADWAY ALTERNATE AA1",RUTHERFORD,20240209,Roadway+Bridge,False
CNY061,Resurfacing,"THE RESURFACING ON I-840 FROM NEAR I-24 (L.M. 7.53) TO NEAR THE WEST FORK STONES RIVER (L.M. 10.46), INCLUDING BRIDGE DECK AND EXPANSION JOINT REPAIR, AND EPOXY OVERLAY.",RUTHERFORD,CNY061,"BRIDGE, ROADWAY",RUTHERFORD,20240209,Roadway+Bridge,False
CNY020,Resurfacing,THE RESURFACING ON U.S. 41 (S.R. 2) FROM U.S. 70S (S.R. 1) TO NEAR KENSINGTON SQUARE COURT AND ON U.S. 70S (S.R. 1) FROM SOUTH OF ASH STREET TO NEAR SOUTH RUTHERFORD BOULEVARD.,RUTHERFORD,CNY020,ROADWAY,RUTHERFORD,20240209,Roadway,True
CNY038,Resurfacing,"THE RESURFACING ON S.R. 23 FROM S.R. 57 (L.M. 3.05) TO I-240 (L.M. 8.83), INCLUDING BRIDGE EXPANSION JOINT REPAIRS AND THIN EPOXY OVERLAY.",SHELBY,CNY038,"BRIDGE, ROADWAY",SHELBY,20240209,Roadway+Bridge,False
CNY011,Resurfacing,THE RESURFACING ON S.R. 68 FROM THE RHEA COUNTY LINE (L.M. 0.00) TO THE MCMINN COUNTY LINE (L.M. 7.52).,MEIGS,CNY011,ROADWAY,MEIGS,20240209,Roadway,True
CNU127,Resurfacing,THE RESURFACING ON S.R. 89 FROM S.R. 54 (L.M. 16.60) TO NORTH OF S.R. 190 (L.M. 27.00).,WEAKLEY,CNU127,ROADWAY,WEAKLEY,20200327,Roadway,True
CNT254,Resurfacing,THE RESURFACING ON U.S. 41A (S.R. 16) FROM THE COFFEE COUNTY LINE (L.M. 0.00) TO NORTH OF UTSI ROAD (L.M. 4.38).,FRANKLIN,CNT254,ROADWAY,FRANKLIN,20190621,Roadway,True
CNU053,Resurfacing,"THE RESURFACING ON I-840 FROM THE BRIDGE OVER THE HARPETH RIVER (L.M. 33.05) TO THE RUTHERFORD COUNTY LINE (L.M. 39.19) INCLUDING BRIDGE DECK REPAIR, THIN EPOXY OVERLAY AND REPLACEMENT OF PAVEMENT AT BRIDGE ENDS.",WILLIAMSON,CNU053,"BRIDGE, ROADWAY",WILLIAMSON,20200327,Roadway+Bridge,False
CNR217,Resurfacing,THE RESURFACING ON S.R. 76 FROM NORTH OF S.R. 49 (L.M. 4.77) TO EAST OF BETHLEHEM ROAD (L.M. 11.00).,ROBERTSON,CNR217,ROADWAY,ROBERTSON,20170512,Roadway,True
CNR205,Resurfacing,THE RESURFACING ON S.R. 68 FROM U.S. 27 (S.R. 29) (L.M. 8.33) TO NEAR THE MEIGS COUNTY LINE (L.M. 15.16).,RHEA,CNR205,ROADWAY,RHEA,20170512,Roadway,True
CNR203,Resurfacing,THE RESURFACING ON S.R. 135 FROM SOUTH OF JACKSON STREET (L.M. 9.75) TO NORTH OF S.R. 290 (L.M. 11.64).,PUTNAM,CNR203,ROADWAY,PUTNAM,20170512,Roadway,True
CNR202,Resurfacing,THE RESURFACING ON S.R. 96 FROM SOUTH OF THE I-40 UNDERPASS (L.M. 1.34) TO U.S. 70N (S.R. 24) (L.M. 0.04) EXCLUDING THE SECTION IN SMITH COUNTY.,PUTNAM,CNR202,ROADWAY,PUTNAM,20170512,Roadway,True
CNR168,Resurfacing,THE RESURFACING ON S.R. 128 FROM HOLDER CEMETERY ROAD (L.M. 6.05) TO S.R. 13 (L.M. 12.13).,PERRY,CNR168,ROADWAY,PERRY,20170512,Roadway,True
CNR181,Resurfacing,"94,66006-8214-14,STP/HSIP-21(22),66010-3212-94,66010-8212-14 THE RESURFACING ON S.R. 21, S.R. 184 AND S.R. 214.",OBION,CNR181,ROADWAY,OBION,20170512,Roadway,True
CNR222,Resurfacing,THE RESURFACING ON S.R. 21 FROM THE LAKE COUNTY LINE (L.M. 0.00) TO S.R. 183 (L.M. 7.08).,OBION,CNR222,ROADWAY,OBION,20170512,Roadway,True
CNR163,Resurfacing,THE RESURFACING ON U.S. 411 (S.R. 33) FROM NEAR STINNETT RIDGE ROAD (L.M. 8.88) TO NEAR KING ROAD (L.M. 11.10).,MONROE,CNR163,ROADWAY,MONROE,20170512,Roadway,True
CNR216,Resurfacing,THE RESURFACING ON S.R. 322 FROM THE LOUDON COUNTY LINE (L.M. 0.00) TO S.R. 2 (L.M. 3.10).,MONROE,CNR216,ROADWAY,MONROE,20170512,Roadway,True
CNR151,Resurfacing,THE RESURFACING ON S.R. 68 FROM NEAR THE BRIDGES OVER I-75 (L.M. 0.30) TO NEAR THE BRIDGE OVER THE SOUTHERN RAILWAY (L.M. 3.00).,MONROE,CNR151,ROADWAY,MONROE,20170512,Roadway,True
CNR186,Resurfacing,THE RESURFACING ON U.S. 45 (S.R. 5) FROM U.S. 64 (S.R. 15) (L.M. 15.63) TO NEAR NEW SALEM ROAD (L.M. 21.36).,MCNAIRY,CNR186,ROADWAY,MCNAIRY,20170512,Roadway,True
CNR201,Resurfacing,THE RESURFACING ON I-75 FROM NEAR MILE MARKER 39 (L.M. 4.03) TO THE S.R. 30 BRIDGE (L.M. 13.86).,MCMINN,CNR201,ROADWAY,MCMINN,20170512,Roadway,True
CNR162,Resurfacing,THE RESURFACING ON U.S. 412 (S.R. 99) FROM THE LEWIS COUNTY LINE (L.M. 0.00) TO EAST OF CECIL FARM ROAD (L.M. 6.00).,MAURY,CNR162,ROADWAY,MAURY,20170512,Roadway,True
CNR172,Resurfacing,THE RESURFACING ON S.R. 161 FROM U.S. 431 (S.R. 65) (L.M. 0.00) TO S.R. 25 (L.M. 5.22).,ROBERTSON,CNR172,ROADWAY,ROBERTSON,20170512,Roadway,True
CNR152,Resurfacing,"94,60014-8217-14 THE RESURFACING ON U.S. 431 (S.R. 106) IN MAURY COUNTY (L.M. 0.00 TO L.M. 0.51) AND MARSHALL COUNTY (L.M. 0.00 TO L.M. 2.29).",MARSHALL AND MAURY,CNR152,ROADWAY,MARSHALL,20170512,Roadway,True
CNR212,Resurfacing,THE RESURFACING ON S.R. 108 FROM S.R. 28 (L.M. 0.00) TO SOUTH OF FISH BRANCH ROAD (L.M. 4.30).,MARION,CNR212,ROADWAY,MARION,20170512,Roadway,True
CNR173,Resurfacing,THE RESURFACING ON S.R. 52 FROM OLD HIGHWAY 52/BRATTONTOWN CIRCLE (L.M. 9.89) TO WEST OF RED BOILING SPRINGS ROAD (L.M. 14.65).,MACON,CNR173,ROADWAY,MACON,20170512,Roadway,True
CNR147,Resurfacing,THE RESURFACING ON U.S. 11 (S.R. 1) FROM NEAR MORRELL ROAD (L.M. 12.00) TO NEAR NEWCOM AVENUE (L.M. 15.01).,KNOX,CNR147,ROADWAY,KNOX,20170512,Roadway,True
CNR200,Resurfacing,THE RESURFACING ON S.R. 85 FROM S.R. 53 (L.M. 15.32) TO NEAR GAW BRANCH ROAD (L.M. 20.17).,JACKSON,CNR200,ROADWAY,JACKSON,20170512,Roadway,True
CNR204,Resurfacing,THE RESURFACING ON S.R. 114 FROM S.R. 201 (L.M. 6.52) TO U.S. 412 (S.R. 20) (L.M. 10.55).,HENDERSON,CNR204,ROADWAY,HENDERSON,20170512,Roadway,True
CNR142,Resurfacing,THE RESURFACING ON S.R. 347 FROM NEAR GOSHEN VALLEY ROAD (L.M. 9.91) TO THE SULLIVAN COUNTY LINE (L.M. 20.90).,HAWKINS,CNR142,ROADWAY,HAWKINS,20170512,Roadway,True
CNR184,Resurfacing,THE RESURFACING WITH HOT IN-PLACE RECYCLING ON U.S. 64 (S.R. 15) FROM THE CRUMP CITY LIMITS (L.M. 4.23) TO THE TENNESSEE RIVER (L.M. 6.29).,HARDIN,CNR184,ROADWAY,HARDIN,20170512,Roadway,True
CNR141,Resurfacing,"94,30016-8224-14,STP/HSIP-93(21),30009-3234-94,30009-8234-14 THE RESURFACING ON S.R. 93 AND S.R. 351 IN GREENE COUNTY AND ON S.R. 353 IN WASHINGTON COUNTY.",GREENE AND WASHINGTON,CNR141,ROADWAY,WASHINGTON,20170512,Roadway,True
CNR150,Resurfacing,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON U.S. 11E (S.R. 34) FROM NEAR MAIN STREET (L.M. 6.80) TO NEAR EMERALD ROAD (L.M. 9.53).,GREENE,CNR150,ROADWAY,GREENE,20170512,Roadway,True
CNR140,Resurfacing,THE RESURFACING ON S.R. 131 FROM U.S. 25E (S.R. 32) (L.M. 17.08) TO THE HANCOCK COUNTY LINE (L.M. 24.61).,GRAINGER,CNR140,ROADWAY,GRAINGER,20170512,Roadway,True
CNR178,Resurfacing,THE RESURFACING ON S.R.11 FROM NORTH OF YORK HOLLOW ROAD (L.M.13.00) TO EAST OF 6TH STREET (L.M. 18.30).,GILES,CNR178,ROADWAY,GILES,20170512,Roadway,True
CNR214,Resurfacing,THE RESURFACING ON S.R. 50 FROM NEAR DRY CREEK BRIDGE (L.M. 10.26) TO S.R. 130 (L.M. 12.00).,FRANKLIN,CNR214,ROADWAY,FRANKLIN,20170512,Roadway,True
CNR213,Resurfacing,"94,25003-8227-14 THE RESURFACING ON S.R. 52 FROM WEST OF S.R. 154 TO EAST OF THE BRIDGE OVER S.R. 28 AND ON S.R. 154 FROM S.R. 52 TO NORTH MAIN STREET.",FENTRESS,CNR213,ROADWAY,FENTRESS,20170512,Roadway,True
CNR180,Resurfacing,THE RESURFACING ON S.R. 64 FROM U.S. 31A (S.R. 11) (L.M. 0.00) TO THE BEDFORD COUNTY LINE (L.M. 3.03).,MARSHALL,CNR180,ROADWAY,MARSHALL,20170512,Roadway,True
CNR188,Resurfacing,THE RESURFACING ON S.R. 222 FROM S.R. 59 (L.M. 0.00) TO HEBRON DRIVE (L.M. 7.48).,FAYETTE,CNR188,ROADWAY,FAYETTE,20170512,Roadway,True
CNR169,Resurfacing,THE RESURFACING ON U.S. 41 (S.R. 2) FROM NORTH OF EPPS MILL ROAD (L.M. 8.58) TO THE COFFEE COUNTY LINE (L.M. 16.26).,RUTHERFORD,CNR169,ROADWAY,RUTHERFORD,20170512,Roadway,True
CNR137,Resurfacing,THE RESURFACING ON U.S. 25W (S.R. 9) FROM THE KNOX COUNTY LINE (L.M. 0.00) TO THE JEFFERSON COUNTY LINE (L.M. 2.91).,SEVIER,CNR137,ROADWAY,SEVIER,20170512,Roadway,True
CNV329,Resurfacing,THE RESURFACING ON I-65 FROM NORTH OF U.S. 31A (S.R. 11) (L.M. 0.38) TO THE MAURY COUNTY LINE (L.M. 12.80).,MARSHALL,CNV329,ROADWAY,MARSHALL,20211210,Roadway,True
CNV314,Resurfacing,THE RESURFACING ON I-24 FROM WEST OF MARTIN SPRINGS ROAD EXIT (L.M. 6.32) TO EAST OF BIG FIERY GIZZARD CREEK (L.M. 11.48).,MARION,CNV314,ROADWAY,MARION,20211210,Roadway,True
CNV346,Resurfacing,THE RESURFACING ON I-75 FROM THE TENNESSEE RIVER BRIDGE (L.M. 7.86) TO NEAR HOTCHKISS VALLEY ROAD EAST (L.M. 12.92).,LOUDON,CNV346,ROADWAY,LOUDON,20211210,Roadway,True
CNV345,Resurfacing,"THE RESURFACING ON I-40 FROM THE FAYETTE COUNTY LINE (L.M. 0.00) TO WEST OF THE DOUGLAS ROAD UNDERPASS (L.M. 2.86), INCLUDING THIN EPOXY OVERLAY ON THE BRIDGE OVER BIG MUDDY CREEK.",HAYWOOD,CNV345,"BRIDGE, ROADWAY",HAYWOOD,20211210,Roadway+Bridge,False
CNV319,Resurfacing,THE RESURFACING ON I-40 FROM I-840 (L.M. 13.15) IN DICKSON COUNTY THROUGH WILLIAMSON COUNTY TO THE CHEATHAM COUNTY LINE (L.M. 3.11).,DICKSON AND WILLIAMSON,CNV319,ROADWAY,DICKSON,20211210,Roadway,True
CNV317,Resurfacing,THE RESURFACING ON I-40 FROM NEAR U.S. 70 (S.R. 24) (L.M. 9.61) TO NEAR 46TH AVENUE (L.M. 13.33).,DAVIDSON,CNV317,ROADWAY,DAVIDSON,20211210,Roadway,True
CNV315,Resurfacing,THE RESURFACING ON I-40 IN CUMBERLAND COUNTY FROM OZONE ROAD (L.M. 29.19) TO THE ROANE COUNTY LINE (L.M. 36.09) AND ON S.R. 299 (WESTEL ROAD IN CUMBERLAND COUNTY/ AIRPORT ROAD IN ROANE COUNTY) AT THE I-40 INTERCHANGES.,CUMBERLAND AND ROANE,CNV315,ROADWAY,CUMBERLAND,20211210,Roadway,True
CNV910,Resurfacing,THE RESURFACING ON U.S. 72 (S.R. 57) FROM NEAR PERKINS EXTENDED (L.M. 5.68) TO THE I-240 INTERCHANGE (L.M. 8.05).,SHELBY,CNV910,ROADWAY,SHELBY,20211210,Roadway,True
CNV192,Resurfacing,THE RESURFACING ON S.R. 431 FROM S.R. 22 (L.M. 0.00) TO NEAR BROADWAY STREET (L.M. 2.97).,WEAKLEY,CNV192,ROADWAY,WEAKLEY,20210820,Roadway,True
CNV259,Resurfacing,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING AND SIGNALS ON S.R. 177 AT THE I-40 INTERCHANGE IN MEMPHIS (L.M. 9.92 - L.M. 10.45).,SHELBY,CNV259,ROADWAY,SHELBY,20210820,Roadway,True
CNV278,Resurfacing,THE RESURFACING ON S.R. 374 FROM S.R. 112 (MADISON STREET) (L.M. 0.00) TO RIVER RUN (L.M. 2.60).,MONTGOMERY,CNV278,ROADWAY,MONTGOMERY,20210820,Roadway,True
CNV286,Resurfacing,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON S.R. 57 FROM THE MCNAIRY COUNTY LINE (L.M. 0.00) TO NEAR POSSUM TROT DRIVE (L.M. 1.30).,HARDIN,CNV286,ROADWAY,HARDIN,20211008,Roadway,True
CNV285,Resurfacing,"THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON U.S. 70A (S.R. 77) FROM U.S. 70A (S.R. 76, EAST MAIN STREET) TO NEAR BIGHAM LANE (L.M. 0.00 TO L.M. 4.00).",CARROLL,CNV285,ROADWAY,CARROLL,20211008,Roadway,True
